date,ATM_30,ATM_60,ATM_90,RR25_30,RR25_60,RR25_90,RR25_180,RV30,RV60,RV90,OVX,GPR,InfectEMVIndex,W875RX1,DPCERA3M086SBEA,CMRMTSPL,IPCONGD,IPNCONGD,IPNMAT,UNRATE,UEMPLT5,UEMP5TO14,UEMP15T26,ICSA,USGOVT,CES0600000007,AWHMAN,HOUST,HOUSTW,BUSLOANS,GS5,TB3SMFFM,TB6SMFFM,EXSZUS,VIXCLS,CO1,CO3,CO6,BRENT,MichiganConsumer,FinancialUncertaintyH1,FinancialUncertaintyH3,FinancialUncertaintyH12,MacroUncertaintyH1,MacroUncertaintyH3,MacroUncertaintyH12,RealUncertaintyH1,RealUncertaintyH3,RealUncertaintyH12,RPI,IPBUSEQ,IPFUELS,CLF16OV,UEMPMEAN,USGOOD,CES1021000001,USCONS,DMANEMP,NDMANEMP,USTPU,USWTRADE,AWOTMAN,HOUSTNE,DGORDER,AMDMUO,BUSINV,M1SL,M2REAL,BOGMBASE,NONBORRES,NONREVSL,NONREVSLAR,FEDFUNDS,TB3MS,TB6MS,GS1,GS10,T1YFFM,T5YFFM,T10YFFM,AAAFFM,EXJPUS,EXUSUK,EXCAUS,WPSFD49502,WPSID61,PPICMM,CPIAPPSL,CPIMEDSL,CUSR0000SAD,DDURRG3M086SBEA,CES0600000008,CES2000000008,DTCOLNVHFNM,DTCTHFNM,INVEST,REALLN,CUSR0000SAS,DSERRG3M086SBEA
1.12.2013,15.615,16.48227273,17.09272727,-2.04409091,-2.53181818,-3.20090909,-2.05636364,14.96663899,16.19905938,16.74354499,17.47,70.37248993,0.489032258,11731.6,102.494,1342339,99.2437,101.3625,101.7195,6.7,2328,2545,1676,346000,21820,41.1,41.9,1002,274,1574.3213,1.58,-0.02,0.01,0.8933,14.19,2.798095238,2.78,2.700952381,2.97,7.4,0.000536032,-0.000382889,-0.000201073,0.006469886,0.004186064,0.000625325,0.014524052,0.010595984,0.003303941,38.602,-0.8061,-1.3517,-83,-0.1,-29,-1.3,-31,2,2,70,5.5,0.1,-9,-3012,16838,8806,29.7,13.1,32900,23900,12.2953,-2.1,0.01,0,0,0.01,0.18,0,0.2,0.17,-0.02,3.3863,0.0283,0.0153,1,0.9,0.7,1.244,0.137,-0.052,-0.383,0.05,0.1,1026.1,4056.4,12.9573,7.8109,1.135,0.499
1.01.2014,16.49086957,17.1326087,17.44695652,-2.07521739,-2.68652174,-2.76130435,-2.10434783,14.55472553,14.82117889,15.68131179,19.57,77.91596985,0.429354839,11800.5,102.169,1328414,97.6412,100.1176,100.6953,6.6,2473,2431,1696,326750,21814,41,41.6,888,235,1586.7141,1.65,-0.03,0,0.9038,14.24,-3.588722944,-3.915800866,-3.99978355,-2.64,-1.3,0.008300707,0.007423694,0.002595561,0.011110971,0.006772251,0.000917522,0.02513355,0.017287209,0.005774861,75.133,0.1523,-0.756,170,-1.4,56,4.4,53,-8,6,18,15.9,-0.1,34,-15233,2614,6280,34.6,10,11000,15500,15.78817,1.84,-0.02,-0.03,-0.03,-0.01,-0.04,0.01,0.09,-0.02,-0.11,0.3014,0.0087,0.0301,1.9,1.5,-3,-0.695,1.367,-0.324,-0.252,0.02,0.04,348.13,-2056.95,8.4969,5.6808,1.397,0.447
1.02.2014,15.359,16.0485,16.144,-1.463,-1.128,-1.25,-1.6715,12.85505636,13.83051137,14.21195877,19.04,69.00352478,0.409285714,11870.9,102.742,1339979,98.7694,100.6598,100.3072,6.7,2376,2590,1621,335250,21825,40.8,41.6,944,219,1619.8914,1.52,-0.02,0.01,0.8937,15.47,1.721818182,1.869181818,1.581545455,0.78,0.4,-0.001118508,-0.001215765,-0.000843593,-0.000201174,-0.001066666,-0.001843444,4.85E-05,0.000502331,0.000155566,79.834,1.4256,-0.1013,131,1.4,51,5.2,22,22,3,-28,5.5,-0.1,-26,9567,6839,9452,25.8,29.6,104900,93700,14.51867,-0.73,0,0.01,0.01,0,-0.15,0,-0.13,-0.15,-0.04,-1.6361,0.0088,0.0114,0.5,0.7,0.4,-0.603,1.148,-0.248,-0.261,0.11,0.32,-521.08,-4430.09,19.2158,14.2389,1.437,0.333
1.03.2014,16.71904762,16.54380952,16.53428571,0.07904762,0.0252381,0.0747619,0.51714286,14.41371368,13.63754453,14.04699375,20.03,119.8385544,0.505806452,11933,103.243,1350652,99.4232,101.2229,100.4731,6.7,2433,2561,1711,321000,21833,41.5,42,970,208,1634.2398,1.64,-0.03,0,0.8805,14.84,-1.086904762,-0.894333333,-0.998428571,-1.42,-1.6,-0.012518188,-0.009351725,-0.002888441,-0.010247434,-0.009462528,-0.004694845,-0.015439244,-0.0124005,-0.004311009,73.919,1.1065,1.2608,545,-1.2,49,3.6,31,16,-2,53,5,0.3,39,442,5977,7913,26.7,7,52500,26600,15.60001,0.52,0.01,0,0,0.01,0.01,0,0.11,0,-0.08,0.2142,0.0066,0.0053,0.9,0.3,0.8,0.16,1.074,-0.278,-0.189,-0.02,-0.23,1288.93,2082.87,24.4332,25.7403,1.814,0.508
1.04.2014,15.85136364,15.84272727,15.83818182,-0.38954546,-0.22090909,0.23954545,14.95909091,15.21500867,14.83907202,14.1919432,18.81,93.22154236,0.254666667,11965.2,103.414,1352609,99.0109,100.9378,101.0714,6.2,2424,2377,1502,322750,21853,41.3,41.9,1043,245,1650.9284,1.7,-0.06,-0.04,0.8828,14.2,0.341904762,0.480952381,0.359047619,0.28,4.1,-0.002231768,-0.001445744,-0.000941096,-0.009804219,-0.008069432,-0.002953033,-0.016742857,-0.012911949,-0.00442476,45.155,-0.1668,1.0834,-659,-0.4,66,7.6,46,11,3,70,15.3,-0.1,-6,4219,11269,7211,21.8,15.1,44800,38200,16.6428,0.49,0.01,-0.02,-0.03,-0.02,-0.01,-0.03,0.05,-0.02,-0.15,0.1187,0.0124,-0.0115,1.2,0.4,0.1,0.036,1.049,-0.168,-0.073,0.01,0.12,1678.9,2417.22,8.0333,28.1514,1.45,0.549
1.05.2014,13.86954545,14.10954545,14.26,0.13681818,2.98772727,7.185,25.89272727,10.79034823,13.27497005,13.63812331,16.68,83.4288559,0.340967742,11993.1,103.598,1356343,98.8755,100.2274,100.1471,6.3,2586,2357,1425,313800,21832,41.4,42.1,1007,193,1663.5273,1.59,-0.06,-0.04,0.8883,12.48,1.149090909,0.261017316,0.165562771,1.78,-2.2,0.001986664,0.001665006,0.000272377,-0.002377748,-0.001581009,0.000503188,-0.010961208,-0.009239376,-0.002821604,45.403,0.598,-1.4787,315,-0.5,38,1,25,15,-3,41,6.7,0.1,-33,-4413,4661,7917,18.1,20.3,-19200,-26600,16.20885,-0.29,0,0,0,-0.01,-0.15,-0.01,-0.11,-0.15,-0.08,-0.6844,0.0094,-0.0098,-1,-0.8,0.2,0.298,1.002,-0.209,-0.353,0.03,0.01,376.18,2504.65,18.3542,20.9634,1.135,0.461
1.06.2014,14.76714286,14.75190476,14.73190476,1.34619047,0.84047619,0.31952381,-0.84190477,11.41418253,11.0846712,12.68594577,16.83,98.7671051,0.094666667,12042.7,104.004,1355815,98.9038,100.1288,100.4321,6.1,2417,2427,1503,313500,21895,41.5,42.1,911,229,1676.7571,1.68,-0.06,-0.04,0.8958,11.54,2.728051948,2.886601732,3.042056277,2.26,0.6,0.019667679,0.015103983,0.004185713,0.002903115,0.004371303,0.003776761,0.000519606,0.000923608,0.00079025,60.247,-0.4397,-2.1862,23,-0.5,53,4.3,24,22,2,72,11.4,-0.1,6,7222,11161,4057,35.8,16.6,37200,33900,16.27697,-0.02,0.01,0.01,0.01,0,0.04,-0.01,0.08,0.03,0.08,0.2891,0.0066,-0.0064,0.6,-0.3,2,0.209,0.925,-0.199,-0.136,0.01,-0.02,1534.63,2412.76,18.5727,25.2857,1.331,0.419
1.07.2014,14.13869565,14.06956522,14.04565217,0.19956522,0.0573913,-0.16869566,-0.89347826,11.73771916,11.71095346,11.33743909,16.87,138.753952,0.433870968,12085.3,104.209,1364444,99.0255,99.5556,100.363,6.2,2601,2412,1477,301750,21901,41.5,42,1085,264,1694.751,1.7,-0.06,-0.03,0.8978,12.3,-3.781925466,-2.173933747,-1.176542443,-5.03,-0.7,0.029485551,0.022131965,0.006227548,0.013840311,0.013657284,0.008064986,0.012484379,0.009474636,0.003300454,51.542,1.3201,0.8848,300,-1.2,70,5.7,45,17,2,55,3,-0.1,38,62981,68265,5099,15.9,19.5,40400,36700,16.6144,0.11,-0.01,-0.01,0,0.01,-0.06,0.02,0.03,-0.05,-0.08,-0.3229,0.0158,-0.0091,-0.1,0.2,3.4,-0.04,0.677,0.019,-0.073,0.06,0.02,2290.39,4085.45,28.7925,22.6078,1.055,0.392
1.08.2014,15.26190476,15.21714286,15.2647619,-0.91380953,-0.96476191,-1.08333333,-1.38142858,13.11705107,12.46028205,12.21946481,17.93,136.4455872,0.400645161,12150.7,104.92,1366998,98.4668,99.671,100.6445,6.1,2620,2389,1506,302000,21855,41.5,42,984,207,1711.9015,1.63,-0.06,-0.04,0.9098,13.49,-4.789503106,-4.001780538,-2.881076605,-5.16,0.7,0.004672249,0.00425401,0.002128429,0.014255067,0.015848769,0.010083197,0.002720358,0.00342001,0.0015143,77.986,-0.9063,-1.5261,123,-0.7,52,0.3,32,13,6,23,-1.5,0,-23,-66496,3697,6208,-38.8,13.2,85900,83000,14.91022,-0.93,0,0,-0.01,0,-0.12,0,-0.07,-0.12,-0.08,1.2038,-0.0366,0.0187,-0.2,0.1,2.2,-0.585,0.177,-0.016,-0.172,0.04,0.06,2365.51,4414.97,2.2757,16.2647,0.875,0.366
1.09.2014,16.49272727,16.245,16.13545455,-1.07954546,-1.19590909,-1.28636364,-1.60818182,13.01072875,13.0791645,12.65504173,19.63,131.5566559,0.490333333,12196.7,104.946,1366811,98.8826,100.2795,100.5523,5.9,2365,2560,1438,295000,21897,41.6,42.1,1023,240,1725.6486,1.77,-0.07,-0.05,0.937,13.47,-4.825714286,-4.701796537,-4.186255411,-4.52,2.1,0.009089939,0.006573353,0.001860067,0.008193901,0.010037124,0.007043079,-0.010856177,-0.007542539,-0.002249876,54.9,-0.4534,-0.9485,-90,-0.1,55,5.1,32,10,8,48,6.7,0.1,-5,868,3908,1897,61,13.8,-25800,-27600,14.92484,-0.04,0,-0.01,-0.01,0,0.11,0,0.14,0.11,0.03,4.4819,-0.041,0.0085,-0.9,-0.5,-1.7,0.456,1.05,-0.067,-0.256,0.02,0.08,2666.21,3354.84,24.033,14.6075,0.655,0.263
1.10.2014,24.87956522,23.59826087,22.35347826,-3.41173913,-3.33304348,-3.18826087,-3.07173913,19.11445027,16.48975041,15.43287645,29.37,83.66100311,4.16,12257,105.593,1368570,98.5552,99.9673,100.1726,5.7,2494,2300,1400,288750,21917,41.6,42.1,1074,220,1730.505,1.55,-0.07,-0.04,0.9528,18.06,-10.52043478,-10.81685771,-10.63527668,-9.66,2.3,-0.014854233,-0.010647837,-0.00210359,0.016732146,0.016423299,0.009262333,0.000556099,9.28E-05,8.72E-05,68.822,1.1231,-1.2922,377,0.4,48,-2.4,17,23,10,62,2.2,-0.1,-9,-5445,509,4094,5.5,26.4,-47700,-54100,8.18951,-3.45,0,0,0.01,-0.01,-0.23,-0.01,-0.22,-0.23,-0.19,0.6007,-0.0216,0.0201,-1,-2,-7,-0.052,0.667,0.117,-0.056,0.01,-0.03,237.73,132.7,5.4041,5.2222,0.909,0.248
1.11.2014,30.8795,29.1095,28.487,-3.3365,-3.628,-3.6175,-3.4805,23.75955448,21.68065261,19.26306081,33.16,84.38005066,1.309666667,12329.5,105.874,1372234,100.4474,101.5339,100.4499,5.8,2474,2403,1400,291600,21932,41.6,42.2,1001,272,1751.4316,1.62,-0.07,-0.02,0.9642,13.41,-8.420565217,-8.325369565,-8.114086957,-7.99,1.9,-0.015254113,-0.010607533,-0.001600067,0.024065391,0.023000293,0.012179423,0.004779958,0.00231103,0.00093077,80.848,1.1609,0.1933,77,0.4,37,-1.4,13,17,8,51,3.2,0.1,7,-5934,-2033,4973,18.1,26.6,-171100,-185100,14.53197,3.18,0,0,0.02,0.03,0.03,0.03,0.07,0.03,0,8.273,-0.0303,0.0113,-1,-1.6,0.2,-0.507,1.65,-0.456,-0.427,0,0.06,-365.26,2275.41,10.4664,7.9216,1.016,0.318
1.12.2014,42.68043478,40.53652174,38.9126087,-5.82956522,-5.56652174,-5.26086956,-4.89913043,36.62369566,31.09545686,27.70043159,47.81,86.52622223,1.052580645,12408.3,106.118,1380177,100.1231,101.2712,100.2965,5.6,2370,2320,1270,284500,21947,41.6,42.1,1073,294,1773.2837,1.64,-0.09,-0.01,0.9753,16.29,-16.36263636,-16.19777273,-15.56109091,-17.1,4.8,-0.002269072,-0.000907625,0.00091878,0.024422363,0.025936438,0.014153886,0.004330149,0.006022191,0.004060773,98.833,-1.0836,2.2152,-162,0,25,-3.7,21,3,5,52,7.9,0,11,-320,-6990,-2208,52.1,47.7,104100,90800,21.62283,3.5,0.03,0.01,0.04,0.08,-0.12,0.05,-0.01,-0.15,-0.16,3.0239,-0.0127,0.0207,-3.8,-3.5,-1,-0.617,2.056,-0.35,-0.443,0,0.03,1491.9,9822.27,42.4563,17.7307,1.065,0.431
1.01.2015,47.48863636,44.81863636,42.36318182,-5.30909091,-5.34909091,-5.40272727,-5.29363636,41.04298234,39.09530047,34.7340399,55.17,111.9856949,1.122258065,12507.8,106.335,1382524,100.2445,101.4958,99.1578,5.7,2393,2319,1377,287600,21960,41.5,42,1085,305,1791.4656,1.37,-0.08,-0.03,0.9443,19.12,-13.5082684,-12.46344156,-11.32519481,-14.58,4.5,0.013923882,0.011525728,0.00453844,0.023803067,0.024911685,0.01351653,0.011238662,0.010440858,0.004868602,129.117,-0.676,-0.6348,698,-0.7,18,-8.9,27,0,0,28,1,0,-8,-1774,-2792,238,0.4,58.8,82600,79700,16.32623,-4.23,-0.01,0,-0.03,-0.01,-0.33,0,-0.26,-0.32,-0.32,-1.0733,-0.0502,0.059,-5.2,-4.8,-5.8,-0.508,-0.113,-0.469,-0.259,0.05,0.16,49.38,-11483.92,26.635,26.4418,1.18,0.259
1.02.2015,49.1075,45.4705,42.804,-5.914,-6.396,-6.5915,-5.9265,50.39147482,45.80073576,43.13542385,57.8,111.9246979,1.05,12552.7,106.571,1376941,99.8656,101.7043,98.9588,5.5,2392,2238,1333,301250,21978,41.4,42,886,239,1807.9902,1.47,-0.09,-0.04,0.9361,15.9,9.036904762,8.597214286,7.977785714,10.34,-2.7,0.003351537,0.003723399,0.002467933,0.01805518,0.01914939,0.009638816,0.004027249,0.004324018,0.001689089,53.947,-0.7003,0.1161,-386,-0.8,38,-11.7,41,8,1,43,11.8,-0.1,-61,-5095,-6976,5607,64.1,37.8,-176600,-189400,14.81665,0.71,0,-0.01,-0.01,0.02,0.1,0.02,0.1,0.1,0.15,0.51,0.0187,0.0377,0.1,-0.7,-0.7,-0.169,-0.25,0.208,0.18,-0.04,-0.29,-255.24,-2081.27,31.147,37.5884,0.991,0.142
1.03.2015,46.19909091,44.58318182,42.33045455,-7.86227273,-7.94909091,-7.61363636,-6.71045455,41.59230937,46.28278606,44.38017497,51.53,104.2352676,0.581935484,12508.2,106.798,1384614,101.0236,102.3317,99.2669,5.4,2444,2304,1245,284000,21970,41.2,41.8,960,199,1834.7579,1.52,-0.08,0,0.9798,14.81,-1.856363636,-2.079681818,-2.295318182,-2.21,-2.4,-0.022093925,-0.016371063,-0.003914893,-0.002490732,-0.006099855,-0.003341745,0.001842419,0.000261681,-0.000450224,-30.873,0.0061,-0.3889,-1,-0.7,-32,-16.5,-27,4,7,47,1.8,-0.1,56,8607,-4259,3151,-7,-6.9,190100,176700,17.6562,1.35,0,0.01,0.04,0.03,0.06,0.03,0.05,0.06,0.03,1.6345,-0.0371,0.0119,0.8,-0.2,-5.4,0.666,1.842,0.131,-0.177,0.14,0.4,2026.11,1784.41,13.8691,56.7825,0.886,0.261
1.04.2015,37.76545455,36.72045455,35.64227273,-5.35090909,-5.69136364,-5.69636364,-5.30636364,35.99064362,38.59839157,43.10889117,42.76,102.1904907,0.355,12543.4,107.052,1395091,100.1135,100.9119,99.5941,5.4,2716,2345,1091,286000,22005,41.2,41.8,1190,309,1847.5571,1.35,-0.1,-0.03,0.9595,13.49,4.197077922,4.321038961,3.69991342,3.63,2.9,-0.00437469,-0.003125893,-0.00047243,-0.015377074,-0.013661841,-0.0030696,-0.004347678,-0.004485554,-0.000139306,44.908,-0.7455,0.3634,417,0.4,48,-16.1,58,-1,7,18,-3.7,0,92,-3234,-4073,6311,0.8,15,28800,23900,14.71167,-1.5,0.01,-0.01,-0.02,-0.02,-0.1,-0.03,-0.18,-0.11,-0.13,-0.885,0.001,-0.0281,-1.8,-1.4,0.3,-0.236,2.879,0.161,0.084,0.04,0.08,1701.33,2733.78,16.3522,44.1019,1.234,0.361
1.05.2015,31.00619048,30.83238095,30.5147619,-3.94571429,-4.55476191,-4.87,-4.93380952,27.24540581,32.21596884,35.41497431,34.18,76.2623291,0.769677419,12569.5,107.351,1381123,99.9817,100.0761,99.4457,5.6,2471,2510,1256,274000,22012,41.1,41.8,1079,275,1863.3049,1.54,-0.1,-0.04,0.9316,13.34,4.472857143,3.802857143,3.287142857,4.56,-5.2,0.005229232,0.004511088,0.002097784,-0.011160738,-0.009006448,-0.00206006,-0.000985142,0.000229948,0.001591172,30.979,0.2068,-1.5272,591,-0.2,28,-22,35,10,5,65,6.8,0,-48,-7007,-9450,4312,-17.3,-2.7,-110000,-115100,15.20336,0.2,0,0,-0.01,0.01,0.26,0.01,0.19,0.26,0.46,1.2885,0.0488,-0.0161,3.1,1.2,3.6,-0.559,0.921,-0.012,-0.083,0.05,0.04,2077.93,3458.01,27.2398,19.5377,1.073,0.346
1.06.2015,29.75909091,30.13954545,30.62318182,-3.29863637,-3.96045455,-4.46272727,-5.17090909,35.27624832,31.75552551,33.3564556,32.54,85.90596771,0.136666667,12576.7,107.465,1383784,99.8778,100.701,99.0759,5.3,2309,2396,1398,273750,22015,41.2,41.8,1205,288,1880.0703,1.68,-0.11,-0.04,0.9321,14.34,-1.855844156,-1.623441558,-1.418419913,-2.6,5.4,0.019288411,0.015439609,0.005402801,-0.015008283,-0.013859071,-0.005630323,-0.00073641,0.000550353,0.002127293,6.181,-0.5546,-0.049,-589,-2.3,11,-3.6,14,-1,2,33,-1.5,0.1,73,15434,2554,11374,39,5.2,-29800,-30600,18.19051,1.39,0.01,0,0.01,0.04,0.16,0.03,0.13,0.15,0.2,2.9206,0.012,0.0189,1.4,0.7,-6.4,-0.321,-0.413,-0.04,-0.195,0.06,0.04,2282.48,4263.06,5.1372,29.4416,1.132,0.399
1.07.2015,33.25565217,33.1226087,33.31434783,-4.11652174,-4.58173913,-4.92130435,-5.33391305,34.18089935,34.63297931,32.67079402,38.11,106.8086624,0.311290323,12599.4,107.878,1386840,101.4229,101.255,99.2118,5.2,2574,2222,1261,277750,22050,41.2,41.8,1146,268,1889.4022,1.63,-0.1,-0.01,0.9547,14.35,-6.988379447,-7.407490119,-7.324209486,-4.92,-3,0.032538278,0.025233683,0.007978967,-0.006553967,-0.004991812,-0.001548035,-0.00099322,0.001364077,0.001773543,26.274,-0.2496,1.4811,-65,-0.3,35,-11.2,31,2,13,40,-0.1,-0.1,-64,-2577,-199,701,20,14.1,41600,38100,14.07051,-2.03,0,0.01,0.03,0.02,-0.04,0.02,-0.05,-0.04,-0.04,-0.4077,-0.0016,0.0498,-0.3,-0.4,-6.5,0.179,0.623,-0.183,-0.256,-0.01,-0.08,1680.8,3829.67,-10.3829,31.9766,1.479,0.396
1.08.2015,37.80809524,37.48,36.95571429,-3.27571428,-3.79857143,-4.03333333,-4.06523809,36.11320116,35.47024859,35.47318787,43.95,82.47853088,0.782903226,12627.1,108.155,1388664,101.3542,101.9171,98.6968,5.1,2073,2329,1283,275200,22060,41.3,41.8,1130,244,1903.4809,1.54,-0.07,0.08,0.9685,19.43,-8.55863354,-7.990020704,-7.409751553,-10.04,-1.2,0.031966643,0.025679027,0.008855249,-0.0043244,-0.002576519,-0.001110575,-0.007171444,-0.002565868,-3.02E-05,32.339,-0.3375,0.695,175,0.3,2,-12.5,18,0,-4,19,0.9,0,-42,-7542,-6531,2704,-11.9,21.5,22800,16700,11.34571,-1.33,0.01,0.04,0.1,0.08,-0.15,0.07,-0.1,-0.16,-0.12,-0.3071,0.0018,0.0284,-1,-1.3,-6.7,0.477,-0.341,-0.185,-0.368,0.05,0.04,2385.31,2533.63,14.5373,28.0822,1.157,0.318
1.09.2015,44.32136364,43.09863636,41.84909091,-2.91545455,-3.46909091,-3.705,-3.92272728,55.79539429,47.40986518,43.51488228,49.6,98.76745605,0.247666667,12663,108.29,1403145,101.0631,101.6742,99.4164,5,2364,2274,1234,269500,22040,41.2,41.8,1224,302,1915.2522,1.49,-0.12,0.04,0.9725,24.38,0.333831169,0.480238095,0.37987013,1.1,-4.7,0.013244229,0.009906195,0.002615988,0.002468539,0.001185219,-0.001797634,-0.004078299,-0.00439163,-0.004503002,43.053,-1.0255,1.7825,-439,-2.7,12,-14.2,18,-1,10,-12,-9.6,-0.1,17,-3909,-10734,3692,18,34.6,44500,35200,20.85811,4.47,0,-0.05,-0.04,-0.01,0,-0.01,-0.05,0,0.03,-2.8562,-0.024,0.0119,-3.5,-2.6,2.3,-0.155,1.036,0.091,0.095,-0.03,-0.28,4634.84,8521.91,-8.3647,32.7647,1.103,0.296
1.10.2015,39.09136364,38.47818182,37.92590909,-1.39909091,-2.16954545,-2.51545455,-2.90136364,41.6038577,49.25919511,45.80243212,42.82,91.93188477,0.244193548,12700.5,108.358,1399866,100.6614,101.1575,99.4169,5,2372,2277,1212,267000,22056,41.3,41.8,1058,237,1929.751,1.39,-0.1,-0.01,0.9687,16.79,0.753181818,0.481363636,0.406818182,0.81,2.8,0.005522501,0.004305401,0.001424064,-0.002682072,-0.002903852,-0.003266972,-0.006852603,-0.005077927,-0.003149874,41.097,-0.816,-0.2654,434,1.8,39,-8.1,39,-3,11,44,1.5,0,2,7294,-404,2704,-28.2,8.6,32000,24700,14.82174,-2.91,-0.02,0,-0.07,-0.11,-0.1,-0.09,-0.08,-0.08,-0.1,-0.0995,0.0005,-0.0194,-0.6,-0.8,0.5,-0.688,3.033,-0.153,-0.178,0.14,0.43,-412.88,741.22,10.8569,34.6371,1.425,0.185
1.11.2015,38.96333333,38.74047619,37.95904762,-1.20142857,-1.90666667,-2.18190476,-2.35380952,35.59641191,38.73757242,45.30490131,44.04,150.7158813,0.38,12694.1,108.6,1396940,100.2643,100.8928,99.6738,5.1,2382,2296,1273,268500,22081,41.2,41.8,1172,272,1946.0787,1.67,0,0.2,1.0098,16.21,-3.36034632,-3.181125541,-2.850974026,-4.16,1.3,-0.007382752,-0.006130539,-0.002547726,0.010714196,0.006187915,0.000850414,0.002093515,-0.00094488,-0.00230009,-1.002,-1.4765,0.1429,296,0.4,31,-14.5,51,-14,9,23,1.4,0,-6,-2809,-3875,-3746,63.5,31.3,-53800,-65500,12.06152,-1.32,0,0.1,0.21,0.22,0.19,0.22,0.28,0.19,0.11,2.5951,-0.0149,0.0207,0.3,-0.8,-8.5,0.401,1.544,-0.23,-0.298,0.01,0.07,-1760.87,-1721.17,24.2534,52.7919,1.495,0.219
1.12.2015,46.07565217,44.0373913,42.43043478,-2.73391304,-2.6673913,-2.68869565,-1.68956522,36.75878851,36.41823371,38.09728388,49.03,148.2368774,0.37,12743.1,108.998,1394894,99.6262,100.0523,99.7101,5,2399,2191,1232,271000,22097,41.3,41.8,1146,241,1952.9763,1.7,-0.01,0.25,0.9951,18.03,-7.028290043,-7.378419913,-7.126298701,-6.26,1.3,0.016233935,0.011372223,0.00221177,0.021016395,0.011577948,0.001039184,0.001169038,-0.001128497,-0.000981688,65.374,-1.0055,-1.0383,572,0,27,-10.3,32,-6,11,34,-2.2,0,29,-5749,-3618,-3561,13.5,30,-170900,-179100,-90.07985,1.81,0.12,0.11,0.17,0.17,-0.02,0.05,-0.09,-0.14,-0.21,-1.0082,-0.0213,0.0434,-1.9,-2.1,-1.7,0.318,0.507,-0.226,-0.265,0.07,0.02,-38024.95,-157738.82,26.9233,58.655,1.135,0.285
1.01.2016,58.01619048,55.29666667,53.14285714,-4.12,-4.17428571,-4.09809524,-3.02571429,50.0620485,44.11861135,41.50163383,60.91,118.2111435,0.879354839,12751.1,109.11,1395837,101.073,101.564,100.3816,4.8,2166,2290,1136,279600,22114,41.4,41.9,1092,246,1963.8559,1.52,-0.08,0.09,1.0082,23.72,-6.978590909,-6.781818182,-7.031272727,-7.31,-0.6,0.0109182,0.008007695,0.002196674,-0.006900417,-0.003653887,-0.000768341,0.006347667,0.004651403,0.001708007,11.923,-0.0068,1.138,245,1.2,8,-14,1,12,9,6,2.1,0.1,-13,9431,2879,7,1.1,55.4,-43100,-41200,14.62949,-0.4,0.1,0.03,-0.06,-0.11,-0.15,-0.21,-0.28,-0.25,-0.07,-3.4092,-0.0589,0.0495,-0.7,-2,-1.6,-1.043,1.462,-0.307,0.005,0.01,-0.02,-1337.12,-1299.34,7.2332,43.3734,1.14,0.395
1.02.2016,63.65142857,60.46952381,57.8647619,-4.66190477,-4.84714286,-4.88238096,-4.21904762,66.69463479,58.6372951,52.43718991,67.75,103.749649,0.724137931,12745.9,109.83,1407109,100.9036,101.4178,100.1737,4.9,2235,2187,1163,266750,22138,41.1,41.8,1225,309,1987.1418,1.22,-0.07,0.06,0.992,22.52,1.601642857,1.633095238,1.466142857,1.48,-0.3,-0.036295176,-0.027592028,-0.008406614,-0.009873235,-0.007648118,-0.000902726,0.002053623,0.001167715,0.00031633,9.698,-0.4634,3.9503,360,0.3,-30,-20.9,9,-14,-4,63,-2.3,0,-60,-9534,-6439,-4671,31.9,38.8,79800,70900,14.83492,0.05,0.04,0.05,0.01,-0.01,-0.31,-0.05,-0.34,-0.35,-0.08,-3.6103,-0.0102,-0.0411,-2.1,-1.4,6.5,0.899,2.728,0.028,-0.171,-0.01,-0.09,-2370.68,-4480.61,9.8567,46.1393,1.355,0.446
1.03.2016,44.72695652,44.04130435,43.56347826,-3.90043479,-3.68304348,-3.53173913,-3.66913044,59.84967915,63.74086421,59.54569118,48.79,109.7202911,0.707419355,12745.1,109.405,1407621,100.1096,100.4224,100.5418,5,2419,2168,1148,263250,22178,41,41.8,1111,260,2019.2276,1.38,-0.07,0.1,0.9811,15.85,6.262857143,6.00008658,5.354675325,6.03,-0.7,-0.013776069,-0.011071743,-0.003949415,-0.008325341,-0.004622557,4.15E-05,-0.004665083,-0.002663617,-0.001144402,0.18,-0.6228,0.6055,539,-1.1,-5,-19.9,38,-21,-2,76,3.8,0,71,-472,-4572,6355,25.2,10.4,25900,8900,16.47956,0.74,-0.02,-0.02,0.02,0.13,0.11,0.15,0.18,0.13,-0.12,-1.6838,-0.0041,-0.0571,0.7,0.5,5,-0.055,0.801,-0.123,-0.29,0.15,0.35,-589.94,594.72,13.3838,52.2315,1.313,0.411
