DATE;ATM_30;ATM_60;ATM_90;C25_180;C25_30;C25_360;C25_60;C25_90;P75_30;P75_60;P75_90;RV30;RV60;RV90;OVX;GPR;InfectEMVIndex;W875RX1;DPCERA3M086SBEA;CMRMTSPL;IPCONGD;IPNCONGD;IPNMAT;UNRATE;UEMPLT5;UEMP5TO14;UEMP15T26;ICSA;USGOVT;CES0600000007;AWOTMAN;AWHMAN;HOUST;HOUSTW;TB3SMFFM;T5YFFM;EXSZUS;VIXCLS;AVGCLOSECO1;AVGHIGHCO1;AVGLOWCO1;AVGCLOSECO3;AVGHIGHCO3;AVGLOWCO3;AVGCLOSECO6;AVGHIGHCO6;AVGLOWCO6;ATM_180;ATM_270;ATM_360;C25_270;P75_180;P75_270;P75_360;BRENT;MichiganConsumer;FinancialUncertaintyH1;FinancialUncertaintyH3;FinancialUncertaintyH12;MacroUncertaintyH1;MacroUncertaintyH3;MacroUncertaintyH12;RealUncertaintyH1;RealUncertaintyH3;RealUncertaintyH12;RPI;IPBUSEQ;IPFUELS;CLF16OV;UEMPMEAN;USGOOD;CES1021000001;USCONS;DMANEMP;NDMANEMP;USTPU;USWTRADE;HOUSTNE;DGORDER;AMDMUO;BUSINV;M1SL;M2REAL;BOGMBASE;NONBORRES;BUSLOANS;NONREVSL;NONREVSLAR;FEDFUNDS;TB3MS;GS5;GS10;TB6SMFFM;T1YFFM;T10YFFM;AAAFFM;EXJPUS;EXUSUK;EXCAUS;WPSFD49502;WPSID61;PPICMM;CPIAPPSL;CPIMEDSL;DDURRG3M086SBEA;CES0600000008;CES2000000008;DTCOLNVHFNM;DTCTHFNM;INVEST;REALLN;TB6MS;GS1;CUSR0000SAD;CUSR0000SAS;DSERRG3M086SBEA
1.03.2010;30.00565217;30.62826087;30.93347826;29.4573913;28.98391304;27.71391304;29.38608696;29.58391304;31.6926087;32.63217391;33.19608696;29.21205889;30.98151923;29.18896161;31.95;74.11694336;0.32516129;10529.1;96.286;1182072;97.2329;103.175;100.4782;9.9;2769;3294;2542;470250;22518;40;3.6;41;636;133;-0.01;2.27;1.0666;17.77;5.141304348;5.042695652;4.949695652;4.933043478;4.798065217;5.33923913;4.428826087;4.345891304;4.84723913;-1.533956522;-1.681195652;-1.788869565;-1.932826087;-2.02173913;-2.218413043;-1.945304348;5.08;0;0.017839305;0.012874007;0.003351095;-0.009019315;-0.011639499;-0.006313521;0.010528367;0.004983089;0.000398037;48.962;1.5757;2.6594;260;1.8;44;5.6;37;11;-11;46;-0.6;-5;1698;2453;5974;12.1;-2.6;-35600;-21500;-13.5115;10.9783;12.7;0.03;0.04;0.07;0.04;0.01;0.02;0.01;-0.11;0.5766;-0.056;-0.0343;1.6;0.9;12.3;0.041;1.404;-0.148;0.02;0.03;40404.04;-9439.23;-10.185;-53.5312;0.07;0.05;-0.251;0.509;0.337
1.04.2010;28.199;28.638;28.9165;28.9425;27.4885;27.828;27.4585;27.788;29.52;30.4555;30.917;27.53060402;28.08669044;29.95446424;28.38;88.76158142;0.242333333;10638.7;96.483;1192644;96.4264;102.0182;101.0276;9.9;2725;3086;2330;469000;22569;40.6;3.7;41.1;687;108;-0.04;2.38;1.069;17.42;5.822505176;5.715113872;6.025113872;6.339337474;6.203291925;6.393975155;6.573126294;6.375465839;6.512546584;-0.818043478;-0.827804348;-0.370630435;-0.686673913;-1.17726087;-0.963086957;-0.818695652;5.99;-1.4;0.018264315;0.0130875;0.003363121;-0.024727304;-0.024810637;-0.010212901;-0.010382243;-0.011115749;-0.006033193;105.735;1.0074;0.6654;668;1.7;57;4.8;16;30;6;4;0;17;800;694;5003;-12.9;13.2;-65200;-55600;-2.5699;-2.51047;-9.93;0.04;0.01;0.15;0.12;-0.02;0.01;0.08;-0.02;2.7366;0.0274;-0.0177;-0.1;1.4;11;-0.579;0.877;-0.395;0.03;-0.05;-1618.71;-5271.38;-2.5379;-7.0605;0.06;0.1;-0.414;0.702;0.377
1.05.2010;37.94736842;36.30736842;34.96315789;33.28684211;36.54842105;30.74315789;34.78894737;33.54421053;40.76894737;39.42315789;38.32578947;37.4987935;32.91863523;31.72485635;40.4;88.95870972;0.215806452;10740.6;96.723;1188910;98.236;103.4199;101.4205;9.6;2773;3127;2260;459400;22996;40.5;4;41.4;583;113;-0.04;1.98;1.1295;31.93;-8.756190476;-7.792857143;-7.533333333;-8.377619048;-7.32;-8.470952381;-7.784285714;-6.684761905;-7.87952381;4.715526316;3.887026316;3.264131579;4.153447368;5.592157895;4.323842105;3.854736842;-8.87;1.4;0.042753391;0.029961816;0.007586036;-0.008805147;-0.011993466;-0.005266034;0.004030382;-0.004034392;-0.004635542;102.561;1.5347;-0.3966;-531;0.7;12;8.7;-33;27;9;15;-3.7;-10;6984;5579;4205;11.1;27.2;-2100;-1500;-10.737;2.93062;3.99;0;0;-0.4;-0.43;-0.02;-0.08;-0.43;-0.33;-1.4797;-0.0663;0.0351;-0.1;0.7;-17.7;0.002;0.505;-0.28;0.03;0.04;-2510.49;-5595.23;-11.8377;-4.4225;0;-0.03;-0.477;0.59;0.33
1.06.2010;36.02136364;35.62;35.69636364;33.23045455;34.07818182;31.57318182;33.42318182;33.51909091;39.55272727;39.53863636;39.63227273;36.81865347;37.64958727;34.57313853;39.63;96.4536972;0.271666667;10755.9;96.958;1200366;97.9887;103.3492;102.2181;9.4;2683;3159;2284;460500;22740;40.3;3.8;41;536;109;-0.06;1.82;1.1255;29.92;-1.338982684;-1.907316017;-2.283658009;-1.95021645;-2.533311688;-2.047943723;-2.20030303;-2.888549784;-2.198852814;0.583564593;0.696291866;0.951913876;0.058325359;1.022751196;1.752248804;1.722535885;-1.19;2.4;0.004573675;0.003386582;0.000963125;-0.035668323;-0.027386999;-0.010344493;-0.036300206;-0.022962007;-0.004548672;16.142;0.4975;-0.5454;-475;0.5;21;5.7;-4;19;1;21;4;-10;-4265;531;9847;21.5;10.4;-9900;-6400;-6.6191;2.28079;-0.48;-0.02;-0.04;-0.18;-0.22;-0.01;-0.03;-0.2;-0.06;-1.1671;0.0099;-0.0027;-0.9;-1.1;-11.4;-0.025;1.094;-0.347;0.03;0.06;-2042.29;-3982.34;-8.8439;-31.1233;-0.05;-0.13;-0.408;0.516;0.259
1.07.2010;33.04090909;33.84363636;34.2;32.70227273;31.93181818;31.12045455;32.47909091;32.65818182;34.70136364;35.80090909;36.34909091;29.53023796;33.20596617;35.12125556;34.5;79.38137817;0.284516129;10789.5;97.224;1210538;98.6369;103.0919;102.0167;9.4;2806;2972;2208;459200;22569;40.3;3.8;41.1;546;107;-0.02;1.58;1.053;25.57;-0.302272727;-0.435;-0.736818182;-0.644090909;-0.784090909;-0.614545455;-0.664090909;-0.843181818;-0.601818182;-1.080909091;-0.448181818;-0.132272727;-0.257272727;-3.098636364;-2.726363636;-2.252727273;0.82;-8.2;-0.005468054;-0.003735954;-0.001045085;-0.018366081;-0.016516385;-0.009911673;-0.018308772;-0.013700025;-0.006093344;34.877;0.8019;1.6298;75;-0.6;15;6.4;-8;11;5;22;1.8;14;1839;-492;12191;-7.6;-2.8;-8100;-7400;-1.1333;6.50823;3.09;0;0.04;-0.24;-0.19;0.01;-0.03;-0.19;-0.16;-3.3054;0.0536;0.0046;0.3;-0.4;-0.6;-0.301;-0.065;-0.451;0.05;0.04;-1444.82;-1925.8;57.7594;-38.5798;-0.02;-0.08;-0.121;0.593;0.165
1.08.2010;31.97619048;32.79952381;33.38238095;32.20619048;31.05666667;30.70952381;31.5452381;31.88428571;33.35809524;34.5947619;35.47095238;33.15238723;31.45923673;33.22612912;33.18;80.99386597;0.199354839;10811.8;97.459;1211152;98.3884;103.619;102.7329;9.5;2671;3534;2162;475000;22420;40.5;3.9;41.2;599;136;-0.03;1.28;1.0388;24.75;1.758636364;1.848636364;1.943181818;1.952272727;1.999545455;2.164090909;1.983636364;1.999545455;2.191818182;-0.399372294;-0.262922078;-0.321796537;-0.328095238;-0.380606061;-0.327012987;-0.358354978;1.46;1.1;-0.002123443;-0.002086026;-0.001427852;-0.016338257;-0.014945533;-0.008732943;-0.013842695;-0.009363675;-0.00330531;52.812;0.0527;-0.5281;395;-0.2;16;7.6;16;7;-15;11;1.8;-1;4239;4273;11832;24.7;17.3;-600;3100;-1.1484;5.75568;-0.57;0.01;0;-0.29;-0.31;-0.02;-0.04;-0.32;-0.24;-2.1278;0.0357;-0.0018;1.3;0.9;15.5;-0.362;0.936;0.077;0.04;0.05;-2432.29;-2553.52;36.2244;-27.2089;0;-0.06;0.25;0.534;0.189
1.09.2010;30.88272727;31.72772727;32.66727273;32.035;30.20454545;30.88772727;30.75909091;31.55863636;31.92545455;33.10545455;34.40318182;27.04369419;30.47100184;30.17045731;31.71;71.16854858;0.19;10824.2;97.551;1210964;98.0077;103.1123;102.8615;9.5;2819;3308;2291;453500;22247;40.6;4;41.4;594;133;-0.04;1.22;1.0002;22.52;1.302272727;0.896818182;0.746363636;0.984545455;0.634090909;0.746818182;0.814090909;0.591818182;0.536363636;-0.311536797;-0.180714286;0.042251082;-0.018722944;-0.34030303;-0.398441558;-0.111645022;0.8;-0.7;-0.020662297;-0.014855063;-0.004195399;-0.007033496;-0.007067833;-0.004258071;-0.005881083;-0.004394936;-0.001431532;9.468;0.3694;-0.2149;-111;-0.3;-6;8.2;-23;15;-5;26;6.2;-5;10187;12465;15232;17.5;7.7;-32500;-29700;-1.898;6.36635;0.43;0;-0.01;-0.06;-0.05;0;0;-0.05;0.04;-1.0156;-0.007;-0.0074;0.8;0.7;6.3;0.25;2.229;-0.105;0.03;-0.02;-3444.23;-6701.83;25.7691;-19.8184;-0.01;-0.03;0.198;0.359;0.16
1.10.2010;31.56761905;31.70428571;31.83857143;30.67285714;30.83666667;29.03904762;30.77571429;30.89333333;32.74380952;33.13095238;33.21714286;22.00606507;24.6984582;27.94011313;32.38;65.99193573;0.359354839;10840.9;97.799;1217216;98.0026;102.9569;101.853;9.4;2655;3345;2387;446800;22297;40.6;4;41.2;543;101;-0.06;0.99;0.9686;20.37;5.118917749;5.338290043;5.446168831;5.116536797;5.362337662;5.237294372;4.712380952;5.010367965;4.861536797;-1.542272727;-1.928809524;-2.088917749;-1.778419913;-1.613030303;-1.743463203;-1.970735931;4.82;-0.5;-0.07769429;-0.056580779;-0.01559252;-0.002803102;-0.001993092;-0.000431941;-0.007762064;-0.003079628;0.000662626;8.758;0.285;-0.5848;-340;0.6;14;8.1;7;4;-5;62;7.5;13;-8866;3854;16487;14.2;8.7;500;-4200;-1.0245;14.72206;6.02;0;-0.02;-0.23;-0.11;-0.01;-0.03;-0.11;0.15;-2.6286;0.0276;-0.0151;2.3;2.2;18.2;-0.293;0.638;-0.156;0.07;0.16;-1698;-21793.46;24.9493;-28.9782;-0.01;-0.03;-0.038;0.353;0.271
1.11.2010;30.11363636;30.77136364;30.87545455;29.45045455;29.39318182;28.31363636;29.845;29.74227273;31.16681818;32.08;32.45409091;18.81614063;20.48289314;22.9329778;31.25;94.70516968;0.362;10859.3;98.048;1220690;97.4611;102.6589;101.9123;9.8;2912;3321;2370;426250;22287;40.6;4;41.3;545;97;-0.05;1.16;0.9847;20.1;2.623354978;2.650800866;2.471558442;2.330735931;2.310844156;2.4654329;1.964891775;1.978268398;1.973008658;-1.017272727;-0.725281385;-0.527900433;-0.859761905;-0.806060606;-0.574718615;-0.336536797;2.61;3.9;-0.045117045;-0.034204608;-0.010421362;-0.002149104;-0.003751673;-0.002370641;0.003866566;0.004289814;0.003218814;15.432;-0.031;0.2655;490;-0.1;27;7.2;-2;16;7;-2;5.4;-10;4136;7880;10993;48;-0.7;11400;800;2.1993;5.48295;-6.71;0;0.01;0.17;0.22;0;0.02;0.22;0.19;0.7895;0.0094;-0.005;1.2;1.6;6;0.11;0.609;-0.033;0.05;0.06;-1729.64;-2710.63;15.4252;-18.0531;-0.01;-0.01;-0.278;0.526;0.345
1.12.2010;28.27761905;28.89285714;29.46904762;28.43904762;27.73952381;27.36380952;28.11428571;28.50380952;29.04380952;29.98333333;30.76809524;18.2278627;18.58836344;19.75070397;28.9;97.20389557;0.121935484;10936.6;98.178;1222861;98.556;104.1999;102.9518;9.3;2693;3169;2120;420250;22266;40.6;4;41.3;539;140;-0.04;1.75;0.9689;17.57;6.095237154;5.793339921;5.619683794;5.778932806;5.492075099;5.690177866;5.349249012;5.015375494;5.304051383;-1.207489177;-1.1904329;-1.096385281;-1.094047619;-1.49965368;-1.38004329;-1.402510823;6.18;2.9;-0.01937125;-0.015558003;-0.005485338;0.021391678;0.010741552;0.001481371;0.023861531;0.015551595;0.003822668;79.691;0.7153;1.4305;-475;0.8;-32;-1.9;-39;12;-2;31;6.8;-15;-3750;1182;16069;8.3;-1.5;43900;40600;5.3126;127.50003;-3.57;-0.01;0;0.58;0.53;0.02;0.05;0.54;0.16;0.8196;-0.0366;-0.0048;2.2;2;2.8;0.196;0.979;-0.287;0.01;-0.01;35402.78;185549.75;-27.7219;-13.3019;0.01;0.06;-0.167;0.658;0.2
1.01.2011;27.1395;27.715;28.1905;27.2745;26.6425;26.2265;27.013;27.352;27.7745;28.6075;29.2735;18.4001121;18.45189881;18.57193386;28.88;79.4216156;0.52;11109;98.287;1237849;98.5941;103.9858;102.2191;9.1;2686;3033;2218;426800;22258;40.1;4;41;630;119;-0.02;1.82;0.9565;17.32;4.652360248;4.983478261;4.84447205;4.581283644;4.846604555;4.391532091;4.659668737;4.92826087;4.489606625;-1.273238095;-1.10947619;-1.24752381;-1.024452381;-1.445619048;-1.289047619;-1.485261905;5.07;-0.3;-0.043648397;-0.033235698;-0.009970977;-0.00267942;-0.001138165;-0.001880297;0.007295947;0.004682178;0.000511641;172.433;0.691;-0.141;-387;2.5;-11;1.2;-40;31;-5;23;6.2;35;10184;8300;11905;9.6;-3.3;30900;45600;3.5874;14.23324;9.09;-0.01;0.01;0.06;0.1;0;-0.01;0.11;0.03;-0.7126;0.0187;-0.0142;1.7;2.7;10.1;0.597;0.558;0.197;0.08;0.07;-1297.66;-4724.57;-2.2171;-20.3205;0;0.02;0.101;0.749;0.262
1.02.2011;30.192;29.4555;29.2395;27.187;31.1385;26.9515;31.0475;30.6425;30.7375;30.261;30.1235;20.30147722;19.27753483;19.1991735;33.71;90.01448822;0.155;11157.7;98.26;1220120;98.4086;103.0916;101.3199;9;2469;3118;2284;401500;22215;40.9;4.2;41.4;517;90;-0.03;2.1;0.95;17.43;7.124857143;8.0595;8.311071429;7.512738095;8.366047619;7.398380952;7.368309524;8.0275;7.30252381;-0.4945;0.1755;0.219;0.486;-0.2825;0.678;0.3355;7.2;3.3;-0.02034597;-0.015899199;-0.005104064;0.00615482;0.005894212;0.001913132;0.001986739;0.002103997;0.001030423;37.757;0.1633;-0.3417;-49;0.2;59;2.1;24;27;6;67;12.9;-41;-7243;1935;9797;23.8;15.9;163700;163700;3.7237;8.0931;-4.12;-0.01;-0.02;0.27;0.19;0;0.03;0.2;0.19;-0.0882;0.0342;-0.0063;2.7;2.8;6.3;0.084;1.446;0.126;0.02;-0.02;-877.29;-6566.63;-6.8543;-43.2344;-0.02;0;0.367;0.968;0.376
1.03.2011;37.07565217;37.44434783;36.52086957;36.17913043;41.76217391;31.09826087;40.98521739;39.05217391;36.58652174;37.08869565;36.16608696;30.86346153;26.78293197;24.20137776;39.85;136.8883057;0.206451613;11129.7;98.6;1234097;98.6683;102.9569;102.5366;9;2535;2980;2061;406000;22192;40.7;4.2;41.4;600;116;-0.04;1.97;0.9185;20.72;10.63973913;10.14267391;9.950108696;10.02423913;9.625173913;9.724869565;9.096804348;8.795543478;8.811347826;5.992934783;3.805673913;2.846826087;6.025326087;5.324847826;3.65373913;3.895434783;10.92;-10;-0.016414003;-0.01272395;-0.00397909;-0.000893071;0.000484958;0.001213106;0.005271195;0.004347942;0.000491072;-32.903;-0.279;2.2532;162;1.7;62;13.8;26;19;2;47;16.2;10;16355;10512;16801;26.4;4.8;183700;173200;7.1136;6.32849;-1.18;-0.02;-0.03;-0.15;-0.17;0.01;-0.01;-0.15;-0.07;-0.8898;0.0035;-0.011;1.9;2.8;-2.8;-0.165;0.772;-0.198;-0.02;-0.03;705.01;-1436.23;12.7129;-63.2007;-0.02;-0.01;0.647;0.955;0.407
1.04.2011;28.57555556;29.55333333;30.16555556;31.71388889;29.705;28.55611111;30.90666667;31.56222222;28.60055556;29.65277778;30.50388889;22.57929447;27.83756218;25.5570293;31.96;91.01776886;0.262333333;11114.2;98.484;1229594;98.4865;103.7642;101.3523;9.1;2787;2987;2090;420600;22184;40.9;4.1;41.4;554;123;-0.04;2.07;0.8972;16.24;8.41876087;8.091326087;7.775891304;7.91976087;7.593826087;7.924630435;7.458195652;7.233956522;7.486652174;-3.502657005;-2.693285024;-2.241714976;-3.142270531;-3.253236715;-2.44673913;-1.875434783;8.62;2.3;0.003587568;0.002543265;0.000408312;-0.005992478;-0.003668881;-0.000165452;-0.010155384;-0.007741499;-0.002849054;-23.282;-0.5917;-2.143;167;-0.4;51;15.9;8;26;3;101;13.1;-5;-12015;3173;13598;0.5;8.7;101300;95100;7.9643;9.38436;1.98;-0.04;-0.04;0.06;0.05;0;0.03;0.09;0.07;1.5301;0.022;-0.0186;2.2;2.6;4.7;0.298;1.411;0.239;0.04;0.11;-5729.96;-7337.5;13.1528;-48.8057;-0.05;-0.04;0.721;0.764;0.442
1.05.2011;32.5095;32.339;32.277;32.268;32.4835;29.5475;32.537;32.5405;33.7845;33.808;33.968;38.44079616;31.71107005;31.78678768;37.66;105.3449173;0.113548387;11107.8;98.37;1219944;98.6791;103.7225;100.251;9;2668;2903;2052;422500;22129;41;4.2;41.5;561;133;-0.05;1.75;0.874;16.91;-8.568681818;-7.675772727;-7.689409091;-8.688318182;-7.731909091;-9.134590909;-8.619045455;-7.643818182;-9.176;1.600722222;1.464611111;1.481888889;0.707944444;2.628888889;2.299;1.945;-8.27;4.5;0.022486081;0.016673154;0.004228603;-0.002548663;-0.00105679;0.001010086;-0.015121116;-0.0123169;-0.004286121;-17.105;0.7284;0.0151;-64;0.9;50;10.4;31;17;-8;13;5.7;1;6437;8741;18138;44.6;18.6;70600;64600;14.0994;5.7125;-2.42;-0.01;-0.02;-0.33;-0.29;-0.02;-0.05;-0.28;-0.19;-2.0514;-0.0047;0.01;1.4;1.8;-7;1.109;1.02;0.098;0.02;-0.02;151.01;-513.23;-5.9624;-31.4917;-0.07;-0.07;0.799;0.746;0.47
1.06.2011;30.20136364;31.04363636;31.22954545;30.43181818;29.35318182;28.41318182;30.29681818;30.47545455;32.50545455;33.57727273;33.95;30.16851154;34.99360065;31.49504606;34;84.3918457;0.272666667;11169.8;98.598;1232271;98.5935;103.7259;100.1805;9.1;2933;2987;1871;418250;22164;40.9;4;41.4;608;130;-0.05;1.49;0.8401;19.15;-0.62;-1.071818182;-1.101818182;-0.521818182;-0.997272727;-0.376818182;0.106818182;-0.501363636;0.299090909;-0.795318182;-0.636227273;-0.575272727;-1.448954545;0.477727273;0.292818182;-0.028181818;-1.16;-2.8;0.035541156;0.02695894;0.007556234;-0.000659723;6.61E-05;-0.000494452;-0.014672066;-0.011689086;-0.003941097;56.323;0.0511;1.226;-133;0.3;37;11.7;12;18;-4;57;8;11;-5591;1952;6371;21.8;33.6;81300;77900;4.713;5.37959;-0.22;0;0;-0.26;-0.17;0.01;-0.01;-0.17;0.03;-0.6998;-0.0113;0.0086;-1.2;0.2;-1.9;0.564;0.695;0.122;0.01;0.03;-422.86;486.43;-6.5441;-19.4193;-0.02;-0.07;0.8;0.819;0.332
1.07.2011;30.30285714;30.79714286;31.24095238;30.01666667;29.06619048;28.60428571;29.70952381;29.87952381;32.50952381;33.40761905;34.32333333;31.460461;30.69882034;33.90729347;31.96;78.92475891;0.131935484;11231.3;98.77;1237862;99.2842;104.2366;100.4578;9;2632;2931;1982;412600;22049;40.9;4.1;41.5;623;136;-0.03;1.47;0.8214;19.23;2.852943723;2.290281385;2.382727273;3.260541126;2.723658009;3.632099567;3.809393939;3.356753247;4.263051948;0.252532468;0.536060606;0.593939394;0.025930736;0.676558442;0.791753247;0.695800866;3.14;-7.8;0.059440582;0.043974816;0.012141595;0.0089237;0.007099005;0.001465512;-0.000972987;-0.000854558;-0.000780234;53.112;1.2452;0.7227;-58;0.8;50;10.5;19;14;5;47;8.2;19;4879;3531;7322;32.6;62.9;36300;31600;10.6467;24.19563;12.15;-0.02;0;-0.04;0;0;0.03;0.02;-0.04;-1.1834;-0.0061;-0.0213;0.9;0.9;6;0.837;1.123;-0.048;0.04;0.04;1223.4;-38.33;2.3433;-11.5986;-0.01;0;0.652;1.102;0.263
1.08.2011;39.70608696;38.84695652;38.6573913;34.75478261;36.84173913;31.79695652;36.12695652;36.1626087;44.76130435;43.91173913;43.49391304;25.39245057;28.70032463;29.35380089;47.47;86.9515686;0.50516129;11227.3;98.709;1247048;99.8556;104.7185;99.7822;9;2650;2989;2199;409500;22017;40.8;4.1;41.4;585;142;-0.08;0.92;0.78;35.03;-6.828674948;-6.129233954;-6.108695652;-6.958861284;-6.294389234;-7.390973085;-7.405797101;-6.719440994;-7.841490683;5.981242236;4.997101449;4.172028986;4.200828157;6.78484472;4.914906832;3.889337474;-6.75;-7.9;0.07456423;0.053786316;0.014059298;0.006799644;0.007737242;0.004033637;-0.005459065;-0.002281909;-0.000799112;-9.366;1.1018;0.7765;472;-0.2;26;4.2;5;14;4;19;9.4;-32;10247;12620;7521;119.4;71.4;-27100;-29500;19.056;-8.1344;-20.83;0.03;-0.02;-0.52;-0.7;-0.05;-0.11;-0.73;-0.59;-2.2768;0.0198;0.0264;-0.6;-1.5;-7.5;1.004;0.848;-0.118;0.04;0.18;1400.31;1097.43;20.2801;-9.7058;-0.04;-0.07;0.384;1.406;0.402
1.09.2011;40.36727273;41.41909091;41.70181818;38.41227273;36.62454545;33.87227273;37.54772727;37.98045455;46.23727273;46.43863636;46.13409091;28.5287467;27.23203458;28.7310226;48.09;83.35044861;0.266666667;11214;98.872;1238946;99.2675;103.9255;100.4593;9;2754;2881;2012;417750;21983;40.9;4.1;41.4;650;164;-0.07;0.82;0.8767;36.53;-0.021086957;0.204407115;-0.944486166;-1.852588933;-1.571086957;-1.178399209;-2.583142292;-2.361403162;-1.896561265;4.131679842;2.594565217;2.081304348;2.163241107;2.815869565;1.041976285;0.346225296;2.61;3.7;0.047642137;0.034452939;0.009168557;-0.011990329;-0.009369782;-0.003877374;-0.004302883;-0.00341221;-0.001472286;-17.495;0.4974;0.5042;371;-0.1;47;9.4;32;10;-5;18;4.6;3;-11967;2314;-5173;4.6;0.1;-20000;-22800;6.3729;8.86629;10.87;-0.02;-0.01;-0.12;-0.32;0;0.01;-0.3;-0.26;-0.17;-0.0585;0.0208;2.2;1;-11;-0.307;0.815;-0.447;0.01;0.01;1449.65;891.84;12.9284;-8.5891;-0.04;-0.09;0.016;1.161;0.353
1.10.2011;38.45;39.23095238;39.96761905;37.21142857;35.08380952;33.67428571;35.55571429;36.06714286;43.88380952;44.47857143;45.1147619;28.46137213;28.55292492;27.71362697;48.52;76.3399353;0.331612903;11219.3;99.05;1254588;99.5225;103.7906;100.7117;8.8;2668;3250;1964;402400;21998;41;4.1;41.5;610;128;-0.05;0.99;0.8958;32.83;-1.118333333;-1.659458874;-1.777294372;-1.417121212;-2.079285714;-1.850627706;-2.172489177;-2.742489177;-2.674805195;-0.958636364;0.14547619;0.19952381;-0.272640693;-0.438809524;0.756450216;0.728722944;-3.28;1.3;-0.006792569;-0.004794206;-0.001325637;-0.009436008;-0.009420715;-0.005788308;0.00466964;0.002352524;-0.000324149;7.934;1.2214;-1.4577;-170;-1.7;20;6.7;4;17;-6;35;15;5;6061;4820;14033;8.5;12;100;-4200;10.4085;7.95088;-0.61;-0.01;0.01;0.16;0.17;0.02;0.02;0.18;-0.1;-0.1527;-0.0003;0.0173;-0.7;-1.9;-16.9;0.531;1.866;0.028;0.04;-0.06;35.35;-901.58;4.2014;5.3412;-0.01;0;-0.215;0.83;0.145
1.11.2011;36.45045455;37.13318182;37.73090909;33.78318182;34.75818182;30.99;35.00590909;34.79227273;40.92272727;41.965;43.21954545;26.29604898;27.41457989;27.82460888;45.59;83.1576767;0.226;11211.8;98.884;1250048;98.5682;102.9586;100.2138;8.6;2556;2913;2009;389250;21971;41;4.1;41.5;711;171;-0.07;0.83;0.9079;31.94;1.70469697;1.666731602;2.413203463;2.964848485;2.892467532;3.287445887;3.614761905;3.573398268;3.837987013;-2.914090909;-2.674112554;-2.306341991;-3.163722944;-2.131190476;-2.018268398;-1.781904762;1.22;2.9;-0.094404911;-0.068157569;-0.018492146;-0.012983305;-0.012232063;-0.006178899;-0.004605004;-0.003443384;-0.00086616;-10.185;0.885;1.6792;167;1.5;1;3.7;5;1;-11;29;7.2;35;4732;9781;7240;53.5;14.5;-32400;-45600;12.7903;14.97284;4.44;0.01;-0.01;-0.15;-0.14;-0.01;-0.01;-0.15;-0.12;0.9165;0.0038;0.005;0.7;0.2;-3;0.987;1.683;-0.104;-0.01;-0.02;1006.12;3362.87;14.0846;16.4365;0.01;0.01;-0.193;0.706;0.218
1.12.2011;34.94318182;36.41045455;36.38;33.42;34.89681818;30.38;35.76272727;34.92227273;37.265;39.12090909;39.96272727;23.28708766;24.86730539;26.1660542;39.4;85.34132385;0.458709677;11330.5;98.928;1261003;98.4638;102.6694;100.2958;8.5;2678;2873;1959;377000;21954;41.1;4;41.6;694;130;-0.06;0.82;0.9334;25.05;-2.768506494;-2.776731602;-2.414155844;-2.273419913;-2.15961039;-1.946493506;-1.857142857;-1.796255411;-1.52512987;-1.262272727;-1.018181818;-0.659545455;-0.897272727;-2.04;-1.271818182;-0.805;-2.9;6.2;-0.064442356;-0.047668336;-0.013431823;-0.003860058;-0.005753423;-0.005145014;0.006110818;0.00288154;-0.000169151;128.163;1.4836;-1.0933;-133;0.2;56;5.4;18;37;-5;11;19.9;-38;8304;13681;9306;-16.3;19.9;14200;7100;10.9166;11.36952;-2.35;-0.01;0;-0.02;-0.03;0.01;0.02;-0.02;0.07;0.2372;-0.0219;-0.0013;-0.4;-0.7;-5;0.103;1.479;-0.088;0.04;0.05;1862.09;4729.68;8.5321;-2.5923;0;0.01;-0.107;0.943;0.397
1.01.2012;30.68454545;31.82909091;32.605;31.58272727;31.18636364;29.09636364;31.97681818;32.08909091;32.30909091;33.63318182;35.12454545;23.20971089;23.39466639;24.42449918;34.7;79.63497162;0.291612903;11426.7;99.311;1268460;98.3824;101.9127;101.3073;8.3;2474;2908;1957;377750;21946;41.2;4.1;41.8;723;133;-0.05;0.76;0.9376;20.23;3.72952381;3.76952381;4.009047619;4.177619048;4.135714286;4.359047619;4.148095238;4.087619048;4.363809524;-2.950454545;-1.865;-1.545909091;-1.225;-3.421818182;-2.082727273;-1.7;2.82;5.1;-0.032283761;-0.02506324;-0.008067414;-0.007150888;-0.007019386;-0.004843431;-0.003363986;-0.002515042;-0.001310067;55.031;1.5466;-1.5103;386;-0.2;60;8;15;30;6;97;15;13;1347;11257;6348;36.1;20.6;21200;21400;17.5402;13.38584;1.22;0.01;0.02;-0.05;-0.01;0.01;-0.01;-0.02;-0.09;-0.8327;-0.0063;-0.0105;0.8;0.2;9.2;0.534;1.164;0.113;0;-0.07;577.59;-2368.2;33.1478;6.3653;0.02;0.01;-0.083;1.111;0.502
