date,AvgSKEW,RP30,RP60,RP90,ATM30,ATM60,ATM90,ATM180,ATM270,ATM360,brent,CO1,CO3,CO6,RR_30,RR_60,RR_90,RR_180,CO31,CO63,CO61,RV30,RV60,RV90,FinancialUncertaintyH1,MacroUncertaintyH1,MacroUncertaintyH3,RealUncertaintyH1,RealUncertaintyH3,GPR,InfectEMVIndex,IPCONGD,IPNMAT,UNRATE,UEMPLT5,UEMP5TO14,UEMP15T26,ICSA,AWHMAN,NONREVSLAR,GS10,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,VIXCLS,MichiganConsumer,FinancialUncertaintyH3,FinancialUncertaintyH12,MacroUncertaintyH12,RealUncertaintyH12,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPL,IPNCONGD,IPBUSEQ,IPFUELS,CLF16OV,UEMPMEAN,USGOOD,CES1021000001,USCONS,DMANEMP,NDMANEMP,USTPU,USWTRADE,USGOVT,CES0600000007,AWOTMAN,HOUST,HOUSTNE,HOUSTW,DGORDER,AMDMUO,BUSINV,M1SL,M2REAL,BOGMBASE,NONBORRES,BUSLOANS,REALLN,NONREVSL,FEDFUNDS,TB3MS,TB6MS,GS1,GS5,EXSZUS,EXJPUS,EXUSUK,EXCAUS,WPSFD49502,WPSID61,PPICMM,CPIAPPSL,CPIMEDSL,CUSR0000SAD,DDURRG3M086SBEA,DTCOLNVHFNM,DTCTHFNM,INVEST,CUSR0000SAS,DSERRG3M086SBEA,CES0600000008,CES2000000008
1.03.2015,124.6754545,-4.606781539,1.699604242,2.049720425,46.19909091,44.58318182,42.33045455,36.30727273,32.08954545,29.02818182,58.13363636,57.27818182,58.87545455,61.30681818,-7.862272727,-7.949090909,-7.613636364,-6.710454545,1.597272727,2.431363636,4.028636364,41.59230937,46.28278606,44.38017497,0.780039623,0.670678631,0.800891107,0.618080777,0.72823901,104.2352676,0.581935484,101.0236,99.2669,5.4,2444,2304,1245,284000,41.8,8.64,2.04,-0.08,0.0,0.14,1.41,1.93,3.53,14.81,-2.4,-0.016602614,-0.003655751,-0.001893789,0.000531412,-30.873,-44.5,0.227,7673.0,0.6274,0.0061,-0.3889,-1,-0.7,-32,-16.6,-27,4,7,27,1.8,-8,-0.2,-0.1,74,56,-40,8607,-4259,3151,-7.0,-6.9,190100,176700,26.7677,34.2868,17.6562,0.0,0.01,0.04,0.03,0.05,0.0437,1.6345,-0.0371,0.0119,0.8,-0.2,-5.4,0.666,1.842,0.131,-0.177,2026.11,1784.41,13.8691,0.886,0.261,0.1,0.11
1.04.2015,122.1528571,-1.341261142,2.240772522,7.76936736,37.33190476,36.35761905,35.33952381,31.58904762,28.32142857,25.83571429,62.23333333,60.58,62.36333333,64.23285714,-5.258571429,-5.622380952,-5.634761905,-5.27047619,1.783333333,1.86952381,3.652857143,35.99064362,38.59839157,43.10889117,0.776109904,0.654229778,0.787312446,0.610149603,0.722152157,102.1904907,0.355,100.1135,99.5941,5.4,2716,2345,1091,286000,41.8,7.14,1.94,-0.1,-0.03,0.11,1.23,1.82,3.4,13.49,2.9,-0.002647219,-0.000128241,-0.002685957,-7.2447e-05,44.908,35.2,0.254,10477.0,-1.4198,-0.7455,0.3634,417,0.4,48,-15.6,58,-1,7,23,-3.6,35,0.0,-0.1,230,92,110,-3234,-4073,6311,0.8,15.0,28800,23900,12.7992,9.8151,14.71167,0.01,-0.01,-0.02,-0.02,-0.17,-0.0203,-0.885,0.001,-0.0281,-1.8,-1.4,0.3,-0.236,2.879,0.161,0.084,1701.33,2733.78,16.3522,1.234,0.361,0.18,0.48
1.05.2015,123.474,-3.760784666,1.383587888,4.900212405,31.00619048,30.83238095,30.5147619,28.40714286,25.81142857,23.56190476,66.43047619,65.66666667,66.75142857,68.05761905,-3.945714286,-4.554761905,-4.87,-4.933809524,1.084761905,1.306190476,2.390952381,27.24540581,32.21596884,35.41497431,0.780963104,0.643677039,0.778738255,0.608370976,0.721284634,76.2623291,0.769677419,99.9817,99.4457,5.6,2471,2510,1256,274000,41.8,7.34,2.2,-0.1,-0.04,0.12,1.42,2.08,3.86,13.34,-5.2,0.00430476,0.002126892,-0.001767724,0.001353656,30.979,26.1,0.299,-13968.0,-0.8358,0.2068,-1.5272,591,-0.2,27,-22.8,35,10,5,60,7.5,7,-0.1,0.1,-111,-48,-34,-7007,-9450,4312,-17.3,-2.7,-110000,-115100,15.7478,9.7226,15.20336,0.0,0.0,-0.01,0.01,0.19,-0.0279,1.2885,0.0488,-0.0161,3.1,1.2,3.6,-0.559,0.921,-0.012,-0.083,2077.93,3458.01,27.2398,1.073,0.346,0.09,0.12
1.06.2015,121.28,5.517157411,1.615980055,2.733273782,29.75909091,30.13954545,30.62318182,30.5,28.68909091,26.39363636,64.50909091,63.84227273,65.15045455,66.63863636,-3.298636364,-3.960454545,-4.462727273,-5.170909091,1.308181818,1.488181818,2.796363636,35.27624832,31.75552551,33.3564556,0.800561013,0.628450514,0.765076731,0.606515736,0.720964397,85.90596771,0.136666667,99.8778,99.0759,5.3,2309,2396,1398,273750,41.8,8.73,2.36,-0.11,-0.04,0.15,1.55,2.23,4.06,14.34,5.4,0.015622276,0.005359819,-0.005240301,0.001974016,6.181,7.2,0.114,2661.0,0.6249,-0.5546,-0.049,-589,-2.3,11,-3.4,14,-1,2,47,-2.3,3,0.2,0.1,126,73,13,15434,2554,11374,39.0,5.2,-29800,-30600,16.7654,19.719,18.19051,0.01,0.0,0.01,0.04,0.14,0.0005,2.9206,0.012,0.0189,1.4,0.7,-6.4,-0.321,-0.413,-0.04,-0.195,2282.48,4263.06,5.1372,1.132,0.399,0.1,0.08
1.07.2015,122.8409091,0.925247176,1.510370614,-0.643553806,33.25565217,33.1226087,33.31434783,33.50652174,32.21217391,30.07478261,57.6173913,57.25913043,58.13826087,59.70565217,-4.116521739,-4.58173913,-4.921304348,-5.333913043,0.879130435,1.567391304,2.446521739,34.18089935,34.63297931,32.67079402,0.834306609,0.621438904,0.759803586,0.605008801,0.721858481,106.8086624,0.311290323,101.4229,99.2118,5.2,2574,2222,1261,277750,41.8,6.7,2.32,-0.1,-0.01,0.17,1.5,2.19,4.02,14.35,-3.0,0.025993166,0.007898307,-0.001787685,0.001471773,26.274,22.7,0.413,3056.0,0.554,-0.2496,1.4811,-65,-0.3,35,-11.6,31,2,13,45,0.5,35,-0.1,-0.1,-59,-64,-20,-2577,-199,701,20.0,14.1,41600,38100,9.3319,12.2576,14.07051,0.0,0.01,0.03,0.02,-0.05,0.0226,-0.4077,-0.0016,0.0498,-0.3,-0.4,-6.5,0.179,0.623,-0.183,-0.256,1680.8,3829.67,-10.3829,1.479,0.396,0.05,-0.04
1.08.2015,123.3104762,-1.694894078,-2.00975141,-1.482526416,37.80809524,37.48,36.95571429,34.74285714,33.00619048,31.09666667,49.00238095,48.11333333,49.55761905,51.72333333,-3.275714286,-3.798571429,-4.033333333,-4.065238095,1.444285714,2.165714286,3.61,36.11320116,35.47024859,35.47318787,0.867557662,0.617232127,0.757141086,0.598053984,0.718944908,82.47853088,0.782903226,101.3542,98.6968,5.1,2073,2329,1283,275200,41.8,5.37,2.17,-0.07,0.08,0.24,1.4,2.03,3.9,19.43,-1.2,0.026331419,0.008653818,-0.000752503,-9.12639e-05,32.339,27.7,0.277,1824.0,0.6621,-0.3375,0.695,175,0.3,3,-12.1,18,0,-4,11,0.4,10,0.1,0.0,-16,-42,-24,-7542,-6531,2704,-11.9,21.5,22800,16700,14.0787,15.8246,11.34571,0.01,0.04,0.1,0.08,-0.09,0.0138,-0.3071,0.0018,0.0284,-1.0,-1.3,-6.7,0.477,-0.341,-0.185,-0.368,2385.31,2533.63,14.5373,1.157,0.318,0.05,-0.04
1.09.2015,132.5928571,11.47403065,4.311228816,1.665791371,44.32136364,43.09863636,41.84909091,37.99181818,34.96363636,32.25954545,49.74727273,48.80227273,50.42181818,52.49590909,-2.915454545,-3.469090909,-3.705,-3.922727273,1.619545455,2.074090909,3.693636364,55.79539429,47.40986518,43.51488228,0.880880768,0.619810697,0.758257207,0.594834965,0.715179567,98.76745605,0.247666667,101.0631,99.4164,5.0,2364,2274,1234,269500,41.7,9.84,2.17,-0.12,0.04,0.23,1.35,2.03,3.93,24.38,-4.7,0.009801202,0.002356346,-0.00173672,-0.004376927,43.053,35.9,0.135,14481.0,-0.2429,-1.0255,1.7825,-439,-2.7,12,-13.6,18,-1,10,4,-9.6,-20,-0.2,-0.2,94,17,58,-3909,-10734,3692,18.0,34.6,44500,35200,11.7713,16.9401,20.85811,0.0,-0.05,-0.04,-0.01,-0.05,0.004,-2.8562,-0.024,0.0119,-3.5,-2.6,2.3,-0.155,1.036,0.091,0.095,4634.84,8521.91,-8.3647,1.103,0.296,0.03,-0.24
1.10.2015,132.8509091,2.512494064,10.78101329,7.876523029,39.09136364,38.47818182,37.92590909,35.13681818,32.54272727,30.12636364,50.39727273,49.23863636,50.56272727,52.54636364,-1.399090909,-2.169545455,-2.515454545,-2.901363636,1.324090909,1.983636364,3.307727273,41.6038577,49.25919511,45.80243212,0.886658096,0.616439084,0.755044991,0.586208981,0.709412988,91.93188477,0.244193548,100.6614,99.4169,5.0,2372,2277,1212,267000,41.8,6.93,2.07,-0.1,-0.01,0.14,1.27,1.95,3.83,16.79,2.8,0.004480098,0.001408736,-0.00282259,-0.003124974,41.097,37.5,0.068,-3279.0,-0.5167,-0.816,-0.2654,434,1.8,39,-8.3,39,-3,11,34,1.5,16,0.2,0.1,-166,2,-65,7294,-404,2704,-28.2,8.6,32000,24700,14.4988,17.697,14.82174,-0.02,0.0,-0.07,-0.11,-0.1,-0.0038,-0.0995,0.0005,-0.0194,-0.6,-0.8,0.5,-0.688,3.033,-0.153,-0.178,-412.88,741.22,10.8569,1.425,0.185,0.11,0.15
1.11.2015,135.635,-3.366921423,-0.00290377,7.345853691,38.96333333,38.74047619,37.95904762,35.37142857,32.5247619,30.07095238,47.18619048,46.16809524,47.69952381,50.01619048,-1.201428571,-1.906666667,-2.181904762,-2.353809524,1.531428571,2.316666667,3.848095238,35.59641191,38.73757242,45.30490131,0.87863113,0.626774251,0.761456578,0.587303195,0.708156025,150.7158813,0.38,100.2643,99.6738,5.1,2382,2296,1273,268500,41.8,5.61,2.26,0.0,0.2,0.36,1.55,2.14,3.94,16.21,1.3,-0.006488571,-0.002600973,0.000805867,-0.00263523,-1.002,-6.4,0.242,-2926.0,-0.2647,-1.4765,0.1429,296,0.4,31,-14.5,51,-14,9,37,0.9,25,-0.1,0.0,114,-6,35,-2809,-3875,-3746,63.5,31.3,-53800,-65500,16.3277,35.0949,12.06152,0.0,0.1,0.21,0.22,0.28,0.0411,2.5951,-0.0149,0.0207,0.3,-0.8,-8.5,0.401,1.544,-0.23,-0.298,-1760.87,-1721.17,24.2534,1.495,0.219,0.14,0.5
1.12.2015,135.4827273,-9.317401966,-7.553194861,-4.237954215,46.07619048,43.97142857,42.3352381,37.8847619,34.70238095,31.96857143,39.96714286,39.32666667,40.4747619,43.0447619,-2.788571429,-2.671904762,-2.647619048,-1.813333333,1.148095238,2.57,3.718095238,36.75878851,36.41823371,38.09728388,0.895614715,0.648801104,0.773623468,0.589960096,0.707967357,148.2368774,0.37,99.6262,99.7101,5.0,2399,2191,1232,271000,41.8,7.42,2.24,-0.01,0.25,0.41,1.46,2.0,3.73,18.03,1.3,0.011804536,0.002117024,0.001052826,-0.000854959,65.374,49.0,0.398,-2046.0,-0.8405,-1.0055,-1.0383,572,0.0,27,-10.5,32,-6,11,33,-1.7,16,0.1,0.1,-26,29,-31,-5749,-3618,-3561,13.5,30.0,-170900,-179100,6.8976,23.5601,-90.07985,0.12,0.11,0.17,0.17,0.03,-0.0147,-1.0082,-0.0213,0.0434,-1.9,-2.1,-1.7,0.318,0.507,-0.226,-0.265,-38024.95,-157738.82,26.9233,1.135,0.285,0.08,0.09
1.01.2016,135.2284211,-8.5504515,-11.72788865,-12.14636617,58.6125,55.8465,53.648,47.7365,43.105,39.266,33.2475,32.0525,33.3705,35.7075,-4.1395,-4.2305,-4.169,-3.096,1.318,2.337,3.655,50.0620485,44.11861135,41.50163383,0.906046878,0.643352521,0.770953475,0.598698863,0.714090406,118.2111435,0.879354839,101.073,100.3816,4.8,2166,2290,1136,279600,41.9,7.02,2.09,-0.08,0.09,0.2,1.18,1.75,3.66,23.72,-0.6,0.007575837,0.001895342,-0.00048786,0.001691729,11.923,8.0,0.112,943.0,1.5117,-0.0068,1.138,245,1.2,8,-13.9,1,12,9,-6,1.5,17,0.1,0.0,-54,-13,5,9431,2879,7,1.1,55.4,-43100,-41200,10.8796,19.8133,14.62949,0.1,0.03,-0.06,-0.11,-0.18,0.0131,-3.4092,-0.0589,0.0495,-0.7,-2.0,-1.6,-1.043,1.462,-0.307,0.005,-1337.12,-1299.34,7.2332,1.14,0.395,0.07,0.0
1.02.2016,121.3035,3.043206219,-1.83222871,-5.427571995,63.65142857,60.46952381,57.8647619,50.99238095,45.97333333,42.38952381,35.14619048,33.46857143,34.89857143,37.07952381,-4.661904762,-4.847142857,-4.882380952,-4.219047619,1.43,2.180952381,3.610952381,66.69463479,58.6372951,52.43718991,0.868321151,0.634334159,0.763989215,0.601608256,0.715661625,103.749649,0.724137931,100.9036,100.1737,4.9,2235,2187,1163,266750,41.8,7.07,1.78,-0.07,0.06,0.15,0.84,1.4,3.58,22.52,-0.3,-0.028365155,-0.008284799,-0.000767202,0.000479901,9.698,-5.2,0.72,11272.0,-0.1462,-0.4634,3.9503,360,0.3,-30,-21.2,9,-14,-4,65,-1.1,24,-0.3,0.0,133,-60,63,-9534,-6439,-4671,31.9,38.8,79800,70900,23.2859,26.326,14.83492,0.04,0.05,0.01,-0.01,-0.3,-0.0162,-3.6103,-0.0102,-0.0411,-2.1,-1.4,6.5,0.899,2.728,0.028,-0.171,-2370.68,-4480.61,9.8567,1.355,0.446,0.0,-0.11
1.03.2016,126.535,14.96831551,19.55586421,15.85205482,44.88136364,44.185,43.69363636,41.75136364,39.09727273,37.42772727,40.945,39.625,40.75727273,42.28727273,-3.86,-3.686363636,-3.513181818,-3.663181818,1.132272727,1.53,2.662272727,59.84967915,63.74086421,59.54569118,0.853885762,0.626057847,0.759023026,0.596734042,0.712965967,109.7202911,0.707419355,100.1096,100.5418,5.0,2419,2168,1148,263250,41.8,7.81,1.89,-0.07,0.1,0.3,1.02,1.53,3.46,15.85,-0.7,-0.011530411,-0.003893999,-0.000416722,-0.000630291,0.18,-0.8,-0.425,512.0,-0.9954,-0.6228,0.6055,539,-1.1,-5,-20.1,38,-21,-2,59,3.0,40,-0.1,0.0,-114,71,-49,-472,-4572,6355,25.2,10.4,25900,8900,32.0858,25.9055,16.47956,-0.02,-0.02,0.02,0.13,0.16,-0.0109,-1.6838,-0.0041,-0.0571,0.7,0.5,5.0,-0.055,0.801,-0.123,-0.29,-589.94,594.72,13.3838,1.313,0.411,0.15,0.26
1.04.2016,124.322381,3.223016477,11.41494741,16.91942988,42.53285714,41.89333333,41.4047619,40.83333333,39.37809524,38.05380952,43.6647619,42.93333333,43.30857143,44.37666667,-3.537619048,-3.365238095,-3.2,-3.702380952,0.375238095,1.068095238,1.443333333,45.75587362,53.30828074,58.32419178,0.81025198,0.603980504,0.740471495,0.587426033,0.707369929,85.22145081,0.597,101.1156,99.6219,5.1,2594,2132,1209,266000,41.8,7.17,1.81,-0.14,0.0,0.19,0.89,1.44,3.25,14.3,-2.0,-0.033415641,-0.009882302,-0.006958918,-0.00069427,-21.054,-19.6,0.33,-1653.0,0.9438,-0.1533,-1.9175,-38,-0.4,21,-12.6,24,4,7,21,5.2,6,0.1,0.0,52,-34,-24,11686,6332,6063,44.5,16.9,-25500,-32800,13.7803,17.2269,15.22466,0.01,-0.06,-0.09,-0.1,-0.12,-0.0177,-3.3798,0.007,-0.0408,0.7,0.8,-0.8,-0.061,1.522,-0.198,0.239,-878.46,-135.84,22.7085,1.531,0.531,0.25,0.37
1.05.2016,124.7,5.376398705,6.508156638,11.57912247,39.26045455,38.81181818,39.06318182,39.26818182,39.43954545,38.12727273,48.67590909,47.57590909,48.42636364,49.35681818,-3.116818182,-3.834090909,-4.655454545,-5.870454545,0.850454545,0.930454545,1.780909091,44.63685325,45.31997482,50.64230429,0.784480965,0.587914825,0.727030206,0.580266535,0.702923661,88.33242035,0.472903226,100.7698,99.8076,4.8,2264,2264,1096,274500,41.9,7.01,1.81,-0.1,0.04,0.22,0.93,1.44,3.28,14.85,5.7,-0.020463069,-0.006749283,-0.004926285,8.09548e-05,-3.746,-6.3,0.173,-7381.0,-0.0557,-0.2156,0.5197,-357,-1.0,-45,-11.2,-13,-24,3,19,-1.6,15,0.0,0.0,-15,-36,41,-6594,851,5172,39.1,15.5,-36400,-43200,14.7969,26.3615,14.97341,0.0,0.04,0.04,0.03,0.04,0.0143,-0.7038,0.0205,0.0127,1.0,1.1,0.9,0.925,1.242,-0.246,-0.337,-186.08,524.84,24.8372,1.79,0.594,0.16,0.18
1.06.2016,136.3995455,-4.874949475,2.027207585,4.447992025,37.31045455,37.00454545,37.08045455,37.05227273,37.51,36.26954545,50.82681818,49.92772727,50.82772727,51.82636364,-5.525454545,-5.306363636,-5.037727273,-5.182727273,0.9,0.998636364,1.898636364,32.43550507,39.03175304,41.52844657,0.775309287,0.581996891,0.721741546,0.576089929,0.699326639,90.16812897,0.714,101.6818,99.2435,4.9,2396,2195,1117,265250,41.8,5.05,1.64,-0.11,0.02,0.17,0.79,1.26,3.12,17.77,-1.2,-0.007814568,-0.003216061,-0.002472964,-0.001656776,13.189,16.3,0.463,8239.0,0.5467,0.0609,1.9569,183,1.1,20,-10.2,12,-3,21,31,-3.7,-19,0.1,0.0,55,33,28,-12635,-11587,961,8.5,12.9,-11000,-16400,2.863,21.8242,10.85686,0.01,0.0,-0.01,-0.04,-0.13,-0.0082,-3.4972,-0.0327,-0.0051,1.6,1.3,1.5,-0.431,1.603,-0.403,-0.548,270.29,-167.55,19.3809,1.811,0.548,0.17,0.34
1.07.2016,127.3835,5.981819028,0.834790946,2.83474301,36.94190476,37.15428571,37.44952381,37.21047619,36.29428571,34.7652381,47.64904762,46.87857143,47.82380952,49.34142857,-4.976190476,-5.238571429,-5.27047619,-5.524761905,0.945238095,1.517619048,2.462857143,42.92372379,37.98907666,40.28426682,0.778191833,0.579539621,0.720658976,0.569332113,0.694156252,114.6104507,0.682258065,101.5374,99.3649,4.8,2203,2282,1222,259400,42.0,6.35,1.5,-0.09,0.0,0.12,0.68,1.11,2.89,13.16,-3.5,0.001164051,-0.000968417,0.000535277,-0.001099741,57.85,52.2,0.119,-1604.0,-0.2947,0.0585,0.2737,227,-0.2,51,-4.2,34,14,8,46,1.5,109,0.1,0.0,36,17,0,8641,-2684,1300,-0.1,27.7,-53000,-56300,7.0634,23.047,13.70136,0.01,0.03,-0.01,-0.04,-0.1,0.0135,-1.1599,-0.1063,0.0158,0.2,0.5,4.6,-0.395,2.349,-0.191,-0.306,14.07,-170.12,35.0797,1.636,0.562,0.13,0.2
1.08.2016,132.2834783,-0.104536771,2.457758966,-0.342872485,36.11347826,37.0873913,37.74913043,38.23173913,37.47869565,35.79608696,47.89,46.96,47.76869565,49.01347826,-3.930869565,-4.713043478,-5.04,-5.347826087,0.808695652,1.244782609,2.053478261,36.00894149,39.54515027,37.40625795,0.773496421,0.575415002,0.716021591,0.565420395,0.690862714,98.73848724,0.325483871,101.7145,99.0412,4.9,2285,2352,1094,263500,41.8,7.62,1.56,-0.1,0.04,0.17,0.73,1.16,2.92,12.4,-0.2,-0.004444791,-0.002416196,-0.002793883,-0.000576382,12.852,6.0,0.088,11126.0,0.4046,-0.2463,0.8179,368,-0.6,-27,-4.3,1,-21,-3,41,2.9,-5,-0.2,0.0,-68,1,-10,1143,-1933,651,73.3,25.9,44200,42300,-6.3874,23.1895,16.52035,0.01,0.0,0.05,0.06,0.06,-0.0119,-2.9527,-0.0033,-0.0054,-0.8,-0.1,-0.4,0.267,4.581,-0.184,-0.224,5582.4,5633.67,20.0228,1.625,0.562,0.05,0.04
1.09.2016,127.05,3.076403508,0.814301798,1.807031165,37.49681818,37.60181818,38.15545455,38.03318182,36.79227273,34.88409091,48.35227273,47.14863636,48.07090909,49.43272727,-4.065,-4.937727273,-5.469545455,-5.831363636,0.922272727,1.361818182,2.284090909,40.57322169,38.41611998,39.96248571,0.783700947,0.573279734,0.712504243,0.565003518,0.68812657,104.5452271,0.278666667,101.497,99.966,5.0,2600,2288,1184,251500,41.9,7.56,1.63,-0.11,0.06,0.19,0.78,1.23,3.01,14.22,1.4,0.007057703,0.001001544,-0.001841918,-0.000846927,35.13,36.7,0.302,1602.0,-0.3919,-0.4332,0.7471,152,-0.7,29,-1.8,32,-5,4,13,11.9,39,0.2,-0.1,-103,-40,-16,-3082,-5773,2990,8.4,10.7,-80800,-88400,18.8876,19.378,16.50998,0.0,-0.01,0.02,0.02,0.05,0.0021,0.546,0.0039,0.011,1.1,0.7,-1.4,-0.234,0.796,-0.163,-0.142,3661.33,2996.45,33.5591,1.455,0.389,0.07,0.09
1.10.2016,122.7390476,2.439720928,4.513363133,3.609950212,31.22238095,32.72714286,33.27761905,33.2147619,31.62952381,29.77666667,52.72142857,51.42380952,52.79333333,54.15428571,-3.418095238,-4.474285714,-5.28952381,-6.271904762,1.36952381,1.360952381,2.73047619,33.66210188,37.24050599,36.88756926,0.810388453,0.578641812,0.716558844,0.571788221,0.690776819,85.74778748,0.787741935,101.0271,100.01,4.9,2434,2273,1190,255800,42.0,6.75,1.76,-0.07,0.07,0.26,0.87,1.36,3.11,14.59,-4.0,0.019037248,0.003977773,0.002719221,0.000577548,20.419,10.6,-0.06,2149.0,-0.8121,0.4765,-1.2875,-109,0.1,28,-0.9,31,0,-2,25,1.4,-28,0.0,0.2,245,66,60,18159,13332,1398,5.7,15.3,-163800,-169000,15.513,22.97,14.82126,0.0,0.04,0.01,0.07,0.09,0.0144,2.1232,-0.081,0.0143,1.5,0.5,2.7,0.607,-0.067,-0.174,-0.151,-669.14,-1714.14,24.2439,1.174,0.378,0.09,0.14
1.11.2016,127.5428571,-9.210717084,-7.732464068,-4.163406107,43.62863636,41.80318182,40.46727273,37.96318182,35.41,33.30090909,48.76590909,46.98,48.74772727,50.44454545,-4.363636364,-5.394545455,-5.918181818,-6.475909091,1.767727273,1.696818182,3.464545455,34.41791928,34.07071775,36.30386662,0.828010587,0.589666245,0.726907566,0.579155556,0.695859125,82.91875458,0.153333333,99.9436,100.6679,4.7,2404,2163,1108,245750,41.9,5.65,2.14,0.04,0.16,0.33,1.19,1.73,3.45,15.24,6.6,0.011704047,0.001789805,0.005066961,0.002140556,34.898,40.2,0.179,468.0,-0.8971,-0.08,0.4275,-99,-0.7,24,3.9,24,-6,3,-13,2.8,-18,0.0,-0.1,-173,-78,-74,-17514,-3551,11594,21.6,22.9,57700,45700,3.3899,12.1571,12.48875,0.01,0.12,0.1,0.08,0.33,0.0087,4.5355,0.0102,0.0183,-0.7,0.2,5.6,0.084,0.165,-0.241,-0.65,-642.19,-896.97,-4.2491,1.325,0.454,0.08,0.08
1.12.2016,125.3385714,20.71055197,12.74352124,9.7250272,30.74619048,31.01333333,30.92047619,30.08428571,28.30238095,26.80714286,56.25857143,54.61380952,55.92238095,56.94428571,-4.547142857,-6.036666667,-6.851428571,-7.498095238,1.308571429,1.021904762,2.33047619,51.45674245,43.75685457,40.64550339,0.766677263,0.595625585,0.73023561,0.582078037,0.696671877,102.1804657,0.186451613,101.4053,99.4529,4.7,2354,2117,1241,252200,41.9,5.93,2.49,-0.03,0.09,0.33,1.42,1.95,3.52,12.47,4.4,-0.045708984,-0.012489683,0.00083461,0.000519718,35.298,36.1,0.739,17191.0,1.8038,1.0708,-0.1087,172,0.4,10,1.4,-5,8,5,55,-3.4,27,-0.1,-0.1,112,8,121,1747,-4267,3772,-14.1,0.0,-98200,-106400,-5.3535,5.5047,13.159,0.13,0.06,0.06,0.13,0.36,0.0231,7.5551,0.0051,-0.0095,2.3,1.1,-2.0,-0.42,0.625,-0.13,-0.155,-648.91,-408.08,-5.55,1.499,0.439,0.04,0.02
1.01.2017,131.3555,-0.724996969,12.35436152,9.678404187,28.55909091,28.92954545,29.37772727,29.58045455,28.43363636,26.99363636,56.67909091,55.56090909,56.52636364,57.37863636,-4.178636364,-5.150909091,-5.835454545,-6.741363636,0.965454545,0.852272727,1.817727273,27.83409394,41.28390697,39.05613146,0.727695067,0.58992322,0.723409094,0.57732514,0.691861472,105.2012329,0.383870968,100.1406,100.0067,4.7,2424,2034,1197,244000,41.9,6.34,2.43,-0.14,-0.04,0.18,1.27,1.78,3.27,11.61,0.3,-0.030073064,-0.008671389,-0.005811729,-0.003023282,51.448,44.5,0.078,3610.0,-1.7327,0.0787,-0.8603,-58,-1.0,32,0.1,22,8,3,24,5.2,12,-0.1,-0.1,-62,29,-161,-439,-4712,3841,50.3,8.1,63900,63300,-1.3965,18.7009,14.14979,0.11,0.0,-0.02,-0.04,-0.04,-0.0119,-1.126,-0.0116,-0.0156,2.2,2.2,1.9,-0.141,0.945,0.329,0.43,-568.84,-2156.07,10.6626,1.592,0.507,0.07,0.15
1.02.2017,134.8089474,-1.23764475,-0.29310599,8.66877745,25.0235,26.3465,27.846,28.2205,27.641,26.9395,56.6745,56.002,56.5455,56.8605,-2.583,-3.566,-4.3445,-5.6925,0.5435,0.315,0.8585,23.78585525,26.05339401,36.51477745,0.700588306,0.584067765,0.718178834,0.581405765,0.695416029,114.2063599,0.298571429,98.7988,100.3575,4.6,2511,2129,1032,230250,41.9,5.04,2.42,-0.14,-0.02,0.16,1.24,1.76,3.29,11.53,-2.2,-0.021630889,-0.006780763,-0.004188866,-0.001042125,40.625,40.7,-0.015,-2109.0,-1.6404,0.0623,0.0926,239,0.2,62,5.8,41,-4,18,-16,2.9,10,0.1,0.0,81,-6,108,3804,-1208,3195,11.5,19.5,150900,144400,0.1148,9.4464,11.30938,0.01,0.01,0.03,-0.01,-0.02,-0.0065,-1.9605,0.0128,-0.0074,0.7,1.3,5.4,0.014,1.655,-0.086,0.004,-1983.4,-4702.83,22.7909,1.714,0.545,0.05,0.07
1.03.2017,140.0056522,3.228538448,-1.536535331,-1.388322864,27.84869565,29.48521739,29.68565217,28.98826087,28.31782609,27.79956522,53.08869565,52.65869565,53.10608696,53.4373913,-3.264347826,-4.183913043,-4.757391304,-5.310434783,0.447391304,0.331304348,0.778695652,31.0772341,27.94868206,28.29732931,0.683490156,0.581789509,0.716117673,0.581915187,0.696574901,96.63587952,0.353548387,99.5146,100.2766,4.4,2327,2071,1024,233750,41.8,4.81,2.48,-0.05,0.08,0.22,1.22,1.69,3.22,11.9,0.6,-0.014544217,-0.005721513,-0.001180162,-0.000658042,57.495,51.3,0.497,-3370.0,1.2096,0.7567,0.6824,278,-0.4,38,4.7,21,7,6,-2,2.1,3,-0.2,0.1,-81,3,-36,150,-2252,3792,47.8,30.9,109900,84900,-16.0582,8.4197,10.81854,0.13,0.22,0.23,0.19,0.11,0.0005,0.0049,-0.0148,0.0278,-0.2,0.0,-1.5,0.339,0.546,-0.377,-0.323,1087.64,614.64,13.8731,0.748,0.23,0.06,0.03
