date;AvgSKEW;ATM180;ATM270;ATM30;ATM360;ATM60;ATM90;brent;CO1;CO3;CO6;RV30;RV60;RV90;RR_30;RR_60;RR_90;RR_180;RR_270;RR_360;log_ret
1.01.2019;122.3257143;35.22272727;32.61636364;36.65909091;30.70227273;35.95227273;35.95318182;60.25454545;59.87318182;60.11318182;60.38954545;47.77788414;48.23801526;44.42889918;-3.24590909;-3.18363637;-3.57909091;-3.42318182;-3.44;-3.03045454;2.879151282
1.02.2019;126.0605263;30.5915;29.473;27.5105;28.4245;28.973;29.6665;64.3845;64.2245;64.202;63.932;24.20018217;38.29385178;41.90080445;-2.0725;-2.634;-3.3675;-3.6755;-3.6945;-3.4905;1.693527388
1.03.2019;124.3042857;28.66619048;28.15857143;25.77619048;26.90285714;26.74380952;27.91380952;66.9447619;66.9152381;66.56619048;66.16571429;19.07249555;22.00342733;33.38245638;-3.19285715;-3.95809524;-4.52714286;-4.73857143;-4.37380952;-4.64285714;2.832615199
1.04.2019;126.1038095;23.81047619;24.21809524;22.59238095;23.61857143;23.5452381;23.80952381;71.45666667;71.41857143;70.4552381;69.38619048;14.4764829;17.11671937;19.91322274;-2.13523809;-3.23047619;-3.95095238;-4.36714286;-4.88428572;-4.49333334;-0.653178805
1.05.2019;117.8509091;28.54304348;27.98608696;27.83086957;27.1773913;28.80086957;28.80347826;70.39;70.66434783;68.9026087;67.48913043;21.15593439;18.32498952;18.57226822;-3.67869565;-4.40826087;-4.80565217;-4.82652174;-5.11304348;-4.72347826;-4.673548099
1.06.2019;115.385;33.821;32.677;37.021;31.1905;36.3145;35.534;63.2085;62.935;61.4745;60.758;37.34090021;30.32591234;26.23112391;-4.695;-5.009;-5.0925;-5.1625;-4.9815;-4.716;0.758522972
1.07.2019;123.0809524;29.67652174;28.85130435;28.75173913;27.69086957;29.00086957;29.12695652;64.32217391;64.27478261;63.60782609;62.82565217;31.54007146;34.25793958;30.76390381;-2.25826087;-3.70391305;-4.14304348;-5.59695652;-5.33956521;-5.46130434;-3.178499039
1.08.2019;114.8222727;30.84409091;29.78545455;29.63318182;27.69409091;29.89227273;30.22181818;59.78272727;59.71727273;58.78136364;58.085;40.55531241;36.36976334;36.60779146;-3.865;-3.79181818;-4.10636364;-4.94545455;-4.7809091;-5.24;1.883086166
1.09.2019;118.112;33.46666667;31.76666667;34.13285714;29.29285714;33.93952381;34.0452381;62.43190476;62.27047619;60.53142857;59.32238095;44.75341268;43.34110781;39.90601716;0.43952381;-0.71904761;-2.1547619;-4.62857143;-6.3652381;-5.74904762;-1.991644389
1.10.2019;123.07;33.05086957;31.61956522;32.94565217;29.68130435;33.95652174;33.78391304;59.63347826;59.65608696;58.67695652;57.73086957;38.1715987;45.02331104;43.50642971;-0.14086956;-1.05173913;-2.22086957;-4.24217391;-5.16913043;-5.12956522;2.071402827
1.11.2019;126.4335;29.9547619;28.85571429;29.31904762;27.22809524;29.86619048;29.96428571;62.54666667;62.6047619;61.04428571;59.83428571;20.79904811;30.13450053;38.46053739;-2.5347619;-3.57238096;-4.09619047;-4.84142857;-5.11;-4.51333333;1.827174181
1.12.2019;137.052381;26.61804762;25.63809524;25.22938095;24.42133333;25.58414286;26.23452381;65.23428571;65.00380952;63.28571429;61.7752381;23.24869853;22.11299645;28.25024231;-5.07433333;-5.21909523;-5.21328572;-5.35195238;-5.29242857;-4.79285714;-1.093499913
1.01.2020;131.52;27.60386364;26.00763636;28.64290909;24.74540909;29.25736364;28.578;63.61227273;64.02909091;62.62136364;60.90863636;25.52318643;24.43772976;23.33361778;-3.54968182;-4.15554546;-4.11063637;-4.55536363;-4.74431818;-4.75154545;-5.802111879
1.02.2020;132.7036842;28.6675;26.43395;35.7587;24.99445;33.0206;31.49035;55.657;55.8595;55.72;55.678;34.46648911;30.39818749;28.26568149;-5.0847;-4.86025;-4.526;-4.2046;-4.0983;-3.81245;-24.02156186
1.03.2020;120.6218182;48.00168182;41.024;89.69359091;36.29136364;75.31572727;64.4945;32.01136364;34.99181818;37.73090909;40.33045455;108.0210121;80.89986331;67.86776768;-19.99445452;-20.03804546;-18.03359091;-12.59931819;-9.11813637;-7.11963636;-24.09941122
1.04.2020;123.6047619;52.10385;45.0964;101.12595;40.51105;82.82865;67.2795;18.3785;26.2625;31.352;34.945;140.8073858;129.7149956;107.8031498;-24.86875;-21.97325;-16.78355;-10.2509;-8.26535;-7.6198;20.37261686
1.05.2020;128.1425;46.69484211;42.69910526;68.65110526;40.01505263;58.60873684;54.15031579;29.37894737;31.89473684;33.40842105;35.46578947;118.0064256;130.8982003;126.7028646;-16.81089474;-15.05468421;-13.74168421;-9.58294736;-7.19842106;-6.67794737;13.69110825
1.06.2020;133.1181818;43.05704545;39.99304545;49.82086364;37.02713636;48.0625;45.99127273;40.26681818;40.50818182;40.93227273;41.69227273;57.92091037;91.68017571;111.3542904;-12.8895909;-12.75672728;-12.07063637;-9.41468182;-8.53622728;-7.6635;3.096020538
1.07.2020;139.9277273;39.32308696;37.91734783;38.72226087;36.12126087;38.99734783;39.01047826;43.24217391;43.12869565;43.58826087;44.25826087;32.48161694;46.13585382;73.9631952;-10.85343479;-11.54543478;-11.44291304;-11.158;-10.80417391;-10.02608695;1.474963065
1.08.2020;141.1504762;35.42945;34.63985;30.42765;33.0267;32.2683;34.1234;44.736;44.9195;45.791;46.814;20.36993643;26.71540273;38.91385594;-7.19995;-8.21485;-8.7667;-9.50985;-9.48325;-9.5324;-3.883249569
1.09.2020;132.1247619;38.10759091;36.05168182;36.7525;34.26640909;38.46636364;39.03327273;40.90954545;42.07045455;43.04727273;44.22454545;30.55998697;26.09463742;28.16748905;-10.52036364;-11.62454545;-11.50154545;-9.51354545;-8.85618182;-8.94490909;-0.854621288
1.10.2020;123.7790909;39.97052381;37.82814286;42.29585714;35.77138095;42.48090476;40.96990476;40.11238095;41.64619048;42.47809524;43.41809524;38.80177443;35.52644975;31.26563633;-13.21019047;-14.19933333;-12.93190476;-11.002;-9.95519047;-9.65733333;2.707193488
1.11.2020;131.382;38.01509524;35.59966667;41.81847619;33.65314286;40.1877619;39.87709524;42.69238095;43.49761905;43.94428571;44.59238095;45.09121478;42.20707142;39.18568327;-13.12652381;-12.45266667;-12.34219047;-10.15328571;-9.56571428;-9.39780953;6.905370577
1.12.2020;140.725;35.097;33.7202381;33.7367619;32.15352381;34.72352381;35.22595238;50.05;50.08333333;50.11285714;49.97952381;27.0311551;37.24869801;37.93245328;-7.19914286;-8.89257143;-9.5482381;-9.58119048;-9.1622381;-9.20023809;3.917037565
1.01.2021;141.8747368;32.0673;30.9763;32.7909;30.0977;32.9431;32.27485;54.774;55.1175;54.867;54.107;26.32988268;26.64598697;34.07665438;-7.35225;-8.60315;-8.8536;-9.1626;-9.0231;-9.174;5.574973935
1.02.2021;139.0921053;29.6241;28.57205;31.97215;27.60905;30.81985;30.51645;62.2765;61.769;60.7115;59.2465;20.62803108;23.62803434;25.17444955;-5.77515;-6.7624;-7.7138;-7.62845;-7.35695;-7.79115;2.074313378
1.03.2021;141.2847826;32.97772727;32.14331818;35.90504545;30.80381818;35.20645455;34.50418182;65.32318182;65.89409091;64.86545455;63.29545455;38.77570567;31.48518963;29.80096879;-5.83177273;-5.85359091;-6.04177273;-5.84863637;-6.28481818;-6.8645;-0.36145562
1.04.2021;138.4771429;32.53570588;31.50517647;32.93211765;30.35358824;33.33182353;32.96658824;64.78176471;65.06117647;64.17352941;63.01470588;41.64813113;41.36076612;35.95157109;-5.98623529;-6.09441177;-5.90264706;-6.22229412;-7.48052941;-7.83541176;2.445463996
1.05.2021;143.5915;32.82010526;31.89352632;33.07421053;30.16236842;32.77342105;32.95910526;68.53421053;68.18631579;67.56631579;66.26789474;24.18828674;34.47943147;36.67978552;-5.40836842;-5.78121053;-6.22968421;-6.75621052;-8.01678948;-8.352;2.839056635
1.06.2021;156.3740909;29.78740909;29.08718182;29.03831818;28.15772727;29.44609091;29.54804545;73.16409091;73.14409091;71.87863636;70.17863636;20.65481518;22.87358951;30.22773815;-4.96922727;-5.06631819;-4.47604546;-5.86336364;-6.97922727;-6.91368182;1.172293368
1.07.2021;154.2157143;30.69227273;29.51177273;30.77377273;28.44477273;30.65436364;30.96718182;75.16590909;74.23909091;72.70909091;70.72;26.77183316;24.43503748;24.43897026;-5.98540909;-5.62677272;-5.76068182;-6.47331818;-7.07009091;-6.9145;-2.714240184
1.08.2021;154.5531818;31.9303;30.53415;33.18695;29.2865;33.06815;32.9361;70.612;70.4265;69.351;67.946;35.83899484;32.21857782;28.90308712;-6.30195;-6.8624;-7.334;-7.6622;-7.7994;-7.5972;2.695414443
1.09.2021;148.177619;31.74273333;31.07933333;30.16213333;30.4286;31.001;31.47766667;75.13333333;75.28133333;73.83466667;72.072;26.9499086;31.47215816;31.74828449;-3.25113333;-4.47586667;-5.19386667;-6.54926667;-7.39946667;-7.09726666;2.695414443
