date,RV30,RV60,RV90,FinancialUncertaintyH1,MacroUncertaintyH1,MacroUncertaintyH3,RealUncertaintyH1,GPR,InfectEMVIndex,VIXCLS,MichiganConsumer,FinancialUncertaintyH3,FinancialUncertaintyH12
1.04.2020,256.2853371,198.6677041,163.7101985,1.41292732,1.234096362,1.285373299,1.323402329,69.33940125,37.821,41.45,-17.3,-0.048235228,-0.004217928
1.05.2020,246.6555908,255.8000511,218.5666701,1.270182976,1.275098063,1.298436801,1.433226105,68.50721741,28.72548387,30.9,0.5,-0.093762909,-0.019222228
1.06.2020,68.55777985,182.7305248,212.7632983,1.182471522,1.230609125,1.252189829,1.399718996,71.2278595,25.84233333,31.12,5.8,-0.060035151,-0.013499969
1.07.2020,33.93352363,52.2594945,141.1751982,1.140740201,1.120973458,1.172260282,1.261169791,66.47328186,20.35,26.84,-5.6,-0.029606543,-0.00713077
1.08.2020,21.74713011,28.06120199,42.67100952,1.122840874,1.032127412,1.105315859,1.159178557,65.46604919,20.40032258,22.89,1.6,-0.014014788,-0.004530837
1.09.2020,41.15669378,33.02638267,33.60518311,1.123464644,0.940228786,1.040876356,1.055586328,80.37738037,18.584,27.65,6.3,-0.001217599,-0.001680283
1.10.2020,40.63308216,41.36369985,36.19020461,1.139291291,0.880244656,0.992734234,0.988072139,76.08316803,23.11258065,29.44,1.4,0.010741712,0.002462182
1.11.2020,45.5033277,43.23907781,42.95922275,1.19150695,0.843582742,0.96480188,0.943529674,70.06746674,18.20333333,25,-4.9,0.035315366,0.008164122
1.12.2020,27.85347673,37.83200362,38.89992884,1.117899945,0.82997336,0.952819337,0.934218585,64.06729126,17.7816129,22.37,3.8,-0.050798072,-0.01196345
1.01.2021,28.86148737,28.38530086,35.15937355,1.074681877,0.840315062,0.95781918,0.954811329,78.42060852,21.30129032,24.91,-1.7,-0.031060409,-0.00825583
1.02.2021,21.59422338,25.49183626,26.64574259,1.044741283,0.866371453,0.977212526,0.997059813,74.35603333,17.89,23.14,-2.2,-0.021684794,-0.005738655
1.03.2021,39.78504061,32.48667208,31.29157209,0.982682953,0.869432251,0.980666092,1.00121163,79.94161987,19.35709677,21.84,8.1,-0.043421775,-0.010123983
1.04.2021,44.80766515,43.85723426,37.92750011,0.937560505,0.821024432,0.943745235,0.913828553,90.57736206,15.70866667,17.42,3.4,-0.032634616,-0.007691647
1.05.2021,26.15056112,38.35500328,38.84239426,0.909828551,0.791365179,0.917514892,0.856925839,94.01955414,13.25387097,19.76,-5.4,-0.019713229,-0.00395186
1.06.2021,20.73422439,23.86935389,33.55287064,0.899586996,0.762291893,0.898132496,0.808977351,75.57621002,11.41633333,16.96,2.6,-0.006959635,-0.001133251
1.07.2021,28.11220896,25.22806156,25.59641574,0.896894206,0.747582548,0.888076702,0.794205064,60.60164261,13.24,17.6,-4.3,-0.001295733,0.000595411
1.08.2021,37.23598095,33.68447995,29.97905388,0.898732472,0.727735773,0.874290271,0.769931586,90.60826874,9.089677419,17.47,-10.9,0.002679789,0.001985061
1.09.2021,29.92037242,33.82702606,32.74992585,0.920514442,0.732242606,0.877773667,0.776890483,81.63436127,10.41066667,19.82,2.5,0.017180884,0.005418832
1.10.2021,21.03733777,25.76569923,30.0474188,0.939087027,0.741130227,0.883714595,0.780086898,80.95104218,10.65,17.87,-1.1,0.015363649,0.005736601
1.11.2021,27.68844591,24.95318618,26.87609303,0.963531262,0.731708237,0.878401379,0.757088836,89.13878632,9.647333333,18.5,-4.3,0.019600176,0.006782647
1.12.2021,51.10523757,42.09955565,36.46178239,0.986454251,0.743089559,0.891079181,0.758736971,108.5250473,10.14709677,21.35,3.2,0.019179576,0.007816768
1.01.2022,31.07916462,42.32490244,38.85191134,1.018393879,0.765847797,0.913509925,0.767151518,141.1321564,17.53967742,23.18,-3.4,0.025552435,0.009720524
1.02.2022,29.13065317,30.47026091,39.00284768,1.002738431,0.779554281,0.930676219,0.762107519,219.0926056,13.09035714,25.75,-4.4,-0.008690044,0.00046549
1.03.2022,74.09583717,56.74471679,49.90757075,1.015765753,0.790796884,0.94296635,0.746110175,325.4237671,14.26419355,26.97,-3.4,0.008596036,0.001258559
1.04.2022,66.51759718,72.0659914,61.25352149,1.058478831,0.793873118,0.949032337,0.734499837,194.7902069,13.1,24.37,5.8,0.028457878,0.004840948
1.05.2022,52.9009554,61.15003733,66.10831286,1.052142982,0.778468664,0.936116274,0.718627912,144.6771545,17.67290323,29.31,-6.8,-0.005597257,-0.003303832
1.06.2022,33.38148747,44.35372006,53.5585734,1.077949272,0.762128731,0.921469681,0.700513855,134.8953857,13.669,28.23,-8.4,0.017084548,0.00266217
